Geo_accession,CEL_file_names,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,platform_id,contact_country,contact_institute,GSE_ID,GSE_filename,cell_line,disease,origin,Cellosaurus_ID,Cellline,Matching_Type,cell_line_Trimmed
GSM2322622,GSM2322622,,,,,,,,,,,,,,,,,,CVCL_1884,REC-1,Cello GEO GSM,
GSM2322623,GSM2322623,,,,,,,,,,,,,,,,,,CVCL_7082,,,
GSM2322624,GSM2322624,,,,,,,,,,,,,,,,,,CVCL_7082,,,
GSM2322625,GSM2322625,,,,,,,,,,,,,,,,,,CVCL_1872,Mino,Cello GEO GSM,
GSM248213,GSM248213,,,,,,,,,,,,,,,,,,CVCL_3653,BJ [Human fibroblast],Cello GEO GSM,
GSM248214,GSM248214,,,,,,,,,,,,,,,,,,CVCL_3653,BJ [Human fibroblast],Cello GEO GSM,
GSM274638,GSM274638,Replicate 1 for BT549 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,BT549 ,,,CVCL_1092,BT-549,Cello GEO GSM,bt549
GSM274639,GSM274639,Replicate 1 for CAL851 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL851 ,,,CVCL_1114,CAL-85-1,Cello GEO GSM,cal851
GSM274640,GSM274640,Replicate 1 for MCF7 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MCF7 ,,,CVCL_0031,MCF-7,Cello GEO GSM,mcf7
GSM274641,GSM274641,Replicate 1 for EFM192A cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,EFM192A ,,,CVCL_1812,EFM-192A,Cello GEO GSM,efm192a
GSM274642,GSM274642,Replicate 1 for KPL1 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,KPL1 ,,,CVCL_2094,KPL-1,Cello GEO GSM,kpl1
GSM274643,GSM274643,Replicate 2 for KPL1 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,KPL1 ,,,CVCL_2094,KPL-1,Cello GEO GSM,kpl1
GSM274644,GSM274644,Replicate 1 for SKBR3 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,SKBR3 ,,,CVCL_0033,SK-BR-3,Cello GEO GSM,skbr3
GSM274645,GSM274645,Replicate 1 for CAL51 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL51 ,,,CVCL_1110,CAL-51,Cello GEO GSM,cal51
GSM274646,GSM274646,Replicate 2 for CAL51 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL51 ,,,CVCL_1110,CAL-51,Cello GEO GSM,cal51
GSM274647,GSM274647,Replicate 1 for CAL120 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL120 ,,,CVCL_1104,CAL-120,Cello GEO GSM,cal120
GSM274648,GSM274648,Replicate 1 for MDAMB435 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MDAMB435 ,,,CVCL_0417,MDA-MB-435,Cello GEO GSM,mdamb435
GSM274649,GSM274649,Replicate 2 for MDAMB435 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MDAMB435 ,,,CVCL_0417,MDA-MB-435,Cello GEO GSM,mdamb435
GSM274650,GSM274650,Replicate 1 for EVSAT cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,EVSAT ,,,CVCL_1207,Evsa-T,Cello GEO GSM,evsat
GSM274651,GSM274651,Replicate 1 for T47D cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,T47D ,,,CVCL_0553,T-47D,Cello GEO GSM,t47d
GSM274652,GSM274652,Replicate 2 for T47D cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,T47D ,,,CVCL_0553,T-47D,Cello GEO GSM,t47d
GSM274653,GSM274653,Replicate 1 for MDAMB231 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MDAMB231 ,,,CVCL_0062,MDA-MB-231,Cello GEO GSM,mdamb231
GSM274654,GSM274654,Replicate 1 for HCC1937 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1937 ,,,CVCL_0290,HCC1937,Cello GEO GSM,hcc1937
GSM274655,GSM274655,Replicate 1 for MDAMB361 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MDAMB361 ,,,CVCL_0620,MDA-MB-361,Cello GEO GSM,mdamb361
GSM274656,GSM274656,Replicate 1 for MDAMB453 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MDAMB453 ,,,CVCL_0418,MDA-MB-453,Cello GEO GSM,mdamb453
GSM274657,GSM274657,Replicate 1 for BT474 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,BT474 ,,,CVCL_0179,BT-474,Cello GEO GSM,bt474
GSM274658,GSM274658,Replicate 1 for AU565 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,AU565 ,,,CVCL_1074,AU565,Cello GEO GSM,au565
GSM274659,GSM274659,Replicate 1 for DU4475 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,DU4475 ,,,CVCL_1183,DU4475,Cello GEO GSM,du4475
GSM274660,GSM274660,Replicate 1 for ZR751 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,ZR751 ,,,CVCL_0588,ZR-75-1,Cello GEO GSM,zr751
GSM274661,GSM274661,Replicate 1 for HCC1419 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1419 ,,,CVCL_1251,HCC1419,Cello GEO GSM,hcc1419
GSM274662,GSM274662,Replicate 2 for BT549 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,BT549 ,,,CVCL_1092,BT-549,Cello GEO GSM,bt549
GSM274663,GSM274663,Replicate 2 for SKBR3 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,SKBR3 ,,,CVCL_0033,SK-BR-3,Cello GEO GSM,skbr3
GSM274664,GSM274664,Replicate 3 for T47D cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,T47D ,,,CVCL_0553,T-47D,Cello GEO GSM,t47d
GSM274665,GSM274665,Replicate 2 for CAL120 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL120 ,,,CVCL_1104,CAL-120,Cello GEO GSM,cal120
GSM274666,GSM274666,Replicate 1 for HCC1428 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1428 ,,,CVCL_1252,HCC1428,Cello GEO GSM,hcc1428
GSM274667,GSM274667,Replicate 1 for RERFLCOK cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,RERFLCOK ,,,CVCL_3154,RERF-LC-OK,Cello GEO GSM,rerflcok
GSM274668,GSM274668,Replicate 1 for RERFLCAD1 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,RERFLCAD1 ,,,CVCL_1651,RERF-LC-Ad1,Cello GEO GSM,rerflcad1
GSM274669,GSM274669,Replicate 1 for VMRCLCD cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,VMRCLCD ,,,CVCL_1787,VMRC-LCD,Cello GEO GSM,vmrclcd
GSM274670,GSM274670,Replicate 1 for ABC1 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,ABC1 ,,,CVCL_1066,ABC-1,Cello GEO GSM,abc1
GSM274671,GSM274671,Replicate 1 for EBC1 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,EBC1 ,,,CVCL_2891,EBC-1,Cello GEO GSM,ebc1
GSM274672,GSM274672,Replicate 1 for KNS62 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,KNS62 ,,,CVCL_1335,KNS-62,Cello GEO GSM,kns62
GSM274673,GSM274673,Replicate 1 for RERFLCMS cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,RERFLCMS ,,,CVCL_1655,RERF-LC-MS,Cello GEO GSM,rerflcms
GSM274674,GSM274674,Replicate 1 for RERFLCKJ cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,RERFLCKJ ,,,CVCL_1654,RERF-LC-KJ,Cello GEO GSM,rerflckj
GSM274675,GSM274675,Replicate 1 for HCC1954 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1954 ,,,CVCL_1259,HCC1954,Cello GEO GSM,hcc1954
GSM274676,GSM274676,Replicate 1 for HCC2218 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC2218 ,,,CVCL_1263,HCC2218,Cello GEO GSM,hcc2218
GSM274677,GSM274677,Replicate 1 for HCC1143 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1143 ,,,CVCL_1245,HCC1143,Cello GEO GSM,hcc1143
GSM274678,GSM274678,Replicate 1 for ZR7530 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,ZR7530 ,,,CVCL_1661,ZR-75-30,Cello GEO GSM,zr7530
GSM274679,GSM274679,Replicate 1 for HCC1569 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCC1569 ,,,CVCL_1255,HCC1569,Cello GEO GSM,hcc1569
GSM274680,GSM274680,Replicate 1 for A2058 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,A2058 ,,,CVCL_1059,A2058,Cello GEO GSM,a2058
GSM274681,GSM274681,Replicate 1 for A375 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,A375 ,,,CVCL_0132,A-375,Cello GEO GSM,a375
GSM274682,GSM274682,Replicate 1 for C32 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,C32 ,,,CVCL_ZA06,C32,Cello match alphanum,c32
GSM274683,GSM274683,Replicate 1 for COLO829 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,COLO829 ,,,CVCL_1137,COLO 829,Cello GEO GSM,colo829
GSM274684,GSM274684,Replicate 1 for G361 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,G361 ,,,CVCL_1220,G-361,Cello GEO GSM,g361
GSM274685,GSM274685,Replicate 1 for HS294T cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HS294T ,,,CVCL_0331,Hs 294T,Cello GEO GSM,hs294t
GSM274686,GSM274686,Replicate 1 for HS695T cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HS695T ,,,CVCL_0851,Hs 695T,Cello GEO GSM,hs695t
GSM274687,GSM274687,Replicate 1 for LOXIMVI cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,LOXIMVI ,,,CVCL_1381,LOX-IMVI,Cello GEO GSM,loximvi
GSM274688,GSM274688,Replicate 1 for MEWO cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,MEWO ,,,CVCL_0445,MeWo,Cello GEO GSM,mewo
GSM274689,GSM274689,Replicate 1 for RPMI7951 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,RPMI7951 ,,,CVCL_1666,RPMI-7951,Cello GEO GSM,rpmi7951
GSM274690,GSM274690,Replicate 1 for SKMEL28 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,SKMEL28 ,,,CVCL_0526,SK-MEL-28,Cello GEO GSM,skmel28
GSM274691,GSM274691,Replicate 1 for 888MEL cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,888MEL ,,,CVCL_4632,888-mel,Cello GEO GSM,888mel
GSM274692,GSM274692,Replicate 1 for 624MEL cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,624MEL ,,,CVCL_8054,624-mel,Cello GEO GSM,624mel
GSM274693,GSM274693,Replicate 1 for 928MEL cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,928MEL ,,,CVCL_C694,Mel 928,Cello GEO GSM,928mel
GSM274694,GSM274694,Replicate 1 for 537MEL cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,537MEL ,,,CVCL_8052,537-mel,Cello GEO GSM,537mel
GSM274695,GSM274695,Replicate 1 for CAL148 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAL148 ,,,CVCL_1106,CAL-148,Cello GEO GSM,cal148
GSM274696,GSM274696,Replicate 1 for JIMT1 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,JIMT1 ,,,CVCL_2077,JIMT-1,Cello GEO GSM,jimt1
GSM274697,GSM274697,Replicate 1 for TOV112D cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,TOV112D ,,,CVCL_3612,TOV-112D,Cello GEO GSM,tov112d
GSM274698,GSM274698,Replicate 1 for EFO21 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,EFO21 ,,,CVCL_0029,EFO-21,Cello GEO GSM,efo21
GSM274699,GSM274699,Replicate 1 for ES2 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,ES2 ,,,CVCL_3509,ES-2,Cello GEO GSM,es2
GSM274700,GSM274700,Replicate 1 for COLO704 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,COLO704 ,,,CVCL_1994,COLO 704,Cello GEO GSM,colo704
GSM274701,GSM274701,Replicate 1 for SKOV3 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,SKOV3 ,,,CVCL_0532,SK-OV-3,Cello GEO GSM,skov3
GSM274702,GSM274702,Replicate 1 for FUOV1 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,FUOV1 ,,,CVCL_2047,FU-OV-1,Cello GEO GSM,fuov1
GSM274703,GSM274703,Replicate 1 for OVCAR3 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,OVCAR3 ,,,CVCL_0465,OVCAR-3,Cello GEO GSM,ovcar3
GSM274704,GSM274704,Replicate 1 for OV90 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,OV90 ,,,CVCL_3768,OV-90,Cello GEO GSM,ov90
GSM274705,GSM274705,Replicate 1 for CAOV3 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CAOV3 ,,,CVCL_0201,Caov-3,Cello GEO GSM,caov3
GSM274706,GSM274706,Replicate 1 for H1993 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,H1993 ,,,CVCL_1512,H1993,Cello match alphanum,h1993
GSM274707,GSM274707,Replicate 2 for JIMT1 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,JIMT1 ,,,CVCL_2077,JIMT-1,Cello GEO GSM,jimt1
GSM274708,GSM274708,Replicate 1 for WSUDLCL2 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,WSUDLCL2 ,,,CVCL_1902,WSU-DLCL2,Cello GEO GSM,wsudlcl2
GSM274709,GSM274709,Replicate 1 for HCT8 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCT8 ,,,CVCL_2478,HCT 8,Cello match alphanum,hct8
GSM274710,GSM274710,Replicate 2 for HCT8 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,HCT8 ,,,CVCL_2478,HCT 8,Cello match alphanum,hct8
GSM274711,GSM274711,Replicate 1 for CACO2 cell line,Public on Dec 01 2008,Mar 14 2008,Mar 19 2008,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CACO2 ,,,CVCL_0025,Caco-2,Cello GEO GSM,caco2
GSM274712,GSM274712,Replicate 2 for CACO2 cell line,Public on Dec 01 2008,Mar 14 2008,Aug 28 2018,RNA,1.0,Human cell line,Homo sapiens,No treatment. See ATCC/DSMZ for cell line details.,GPL570,USA,Genentech,GSE10843,GSE10843_series_matrix.txt.gz,CACO2 ,,,CVCL_0025,Caco-2,Cello GEO GSM,caco2
