method,cluster,n_lines,top_tissue,top_tissue_frac,cross_tissue,nearly_pure,breakdown_json
HC_avg_k39,38,52,soft_tissue,0.34615384615384615,True,False,"{""soft_tissue"": 0.3462, ""lung"": 0.2115, ""ovary"": 0.1154, ""uterus"": 0.0769, ""kidney"": 0.0577, ""bile_duct"": 0.0385, ""central_nervous_system"": 0.0385, ""gastric"": 0.0192, ""pancreas"": 0.0192, ""bone"": 0.0192, ""liver"": 0.0192, ""adrenal_cortex"": 0.0192, ""cervix"": 0.0192}"
HC_avg_k39,39,1,gastric,1.0,False,True,"{""gastric"": 1.0}"
HC_avg_k44,1,11,liver,0.7272727272727273,False,False,"{""liver"": 0.7273, ""gastric"": 0.1818, ""bile_duct"": 0.0909}"
HC_avg_k44,2,17,bile_duct,0.5882352941176471,False,False,"{""bile_duct"": 0.5882, ""liver"": 0.2941, ""lung"": 0.0588, ""pancreas"": 0.0588}"
HC_avg_k44,3,2,thyroid,1.0,False,True,"{""thyroid"": 1.0}"
HC_avg_k44,4,59,kidney,0.6779661016949152,False,False,"{""kidney"": 0.678, ""ovary"": 0.1525, ""urinary_tract"": 0.0508, ""uterus"": 0.0508, ""soft_tissue"": 0.0339, ""liver"": 0.0169, ""lung"": 0.0169}"
HC_avg_k44,5,2,lung,1.0,False,True,"{""lung"": 1.0}"
HC_avg_k44,6,21,lung,0.6666666666666666,False,False,"{""lung"": 0.6667, ""cervix"": 0.1905, ""bile_duct"": 0.0476, ""gastric"": 0.0476, ""uterus"": 0.0476}"
HC_avg_k44,7,16,pancreas,0.4375,True,False,"{""pancreas"": 0.4375, ""bile_duct"": 0.25, ""lung"": 0.125, ""esophagus"": 0.0625, ""gastric"": 0.0625, ""ovary"": 0.0625}"
HC_avg_k44,8,12,lung,0.8333333333333334,False,False,"{""lung"": 0.8333, ""bile_duct"": 0.0833, ""thyroid"": 0.0833}"
HC_avg_k44,9,9,breast,1.0,False,True,"{""breast"": 1.0}"
HC_avg_k44,10,56,ovary,0.5714285714285714,False,False,"{""ovary"": 0.5714, ""uterus"": 0.3929, ""breast"": 0.0179, ""liver"": 0.0179}"
HC_avg_k44,11,196,upper_aerodigestive,0.3163265306122449,True,False,"{""upper_aerodigestive"": 0.3163, ""lung"": 0.1173, ""urinary_tract"": 0.1122, ""esophagus"": 0.1071, ""breast"": 0.0867, ""cervix"": 0.0561, ""bile_duct"": 0.0408, ""pancreas"": 0.0408, ""gastric"": 0.0306, ""prostate"": 0.0306, ""skin"": 0.0255, ""ovary"": 0.0102, ""central_nervous_system"": 0.0051, ""colorectal"": 0.0051, ""thyroid"": 0.0051, ""uterus"": 0.0051, ""epidermoid_carcinoma"": 0.0051}"
HC_avg_k44,12,246,colorectal,0.3089430894308943,True,False,"{""colorectal"": 0.3089, ""lung"": 0.2033, ""pancreas"": 0.1341, ""breast"": 0.1301, ""gastric"": 0.0935, ""bile_duct"": 0.061, ""esophagus"": 0.0244, ""ovary"": 0.0203, ""prostate"": 0.0163, ""urinary_tract"": 0.0041, ""cervix"": 0.0041}"
HC_avg_k44,13,1,urinary_tract,1.0,False,True,"{""urinary_tract"": 1.0}"
HC_avg_k44,14,3,colorectal,0.6666666666666666,False,False,"{""colorectal"": 0.6667, ""gastric"": 0.3333}"
HC_avg_k44,15,2,prostate,1.0,False,True,"{""prostate"": 1.0}"
HC_avg_k44,16,3,esophagus,0.6666666666666666,False,False,"{""esophagus"": 0.6667, ""urinary_tract"": 0.3333}"
HC_avg_k44,17,2,gastric,0.5,False,False,"{""gastric"": 0.5, ""upper_aerodigestive"": 0.5}"
HC_avg_k44,18,1,central_nervous_system,1.0,False,True,"{""central_nervous_system"": 1.0}"
HC_avg_k44,19,259,blood,0.444015444015444,True,False,"{""blood"": 0.444, ""lymphocyte"": 0.4363, ""plasma_cell"": 0.1158, ""lung"": 0.0039}"
HC_avg_k44,20,120,skin,0.8083333333333333,False,False,"{""skin"": 0.8083, ""eye"": 0.1, ""central_nervous_system"": 0.0417, ""soft_tissue"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""bile_duct"": 0.0083, ""unknown"": 0.0083}"
HC_avg_k44,21,1,skin,1.0,False,True,"{""skin"": 1.0}"
HC_avg_k44,22,3,lung,0.3333333333333333,True,False,"{""lung"": 0.3333, ""liver"": 0.3333, ""breast"": 0.3333}"
HC_avg_k44,23,6,soft_tissue,1.0,False,True,"{""soft_tissue"": 1.0}"
HC_avg_k44,24,17,lung,0.6470588235294118,False,False,"{""lung"": 0.6471, ""gastric"": 0.1176, ""ovary"": 0.0588, ""breast"": 0.0588, ""central_nervous_system"": 0.0588, ""liver"": 0.0588}"
HC_avg_k44,25,4,breast,0.75,False,False,"{""breast"": 0.75, ""thyroid"": 0.25}"
HC_avg_k44,26,4,central_nervous_system,0.5,False,False,"{""central_nervous_system"": 0.5, ""soft_tissue"": 0.25, ""peripheral_nervous_system"": 0.25}"
HC_avg_k44,27,289,central_nervous_system,0.2664359861591695,True,False,"{""central_nervous_system"": 0.2664, ""fibroblast"": 0.1315, ""soft_tissue"": 0.1107, ""lung"": 0.0969, ""bone"": 0.0657, ""thyroid"": 0.0415, ""skin"": 0.0415, ""peripheral_nervous_system"": 0.0346, ""unknown"": 0.0277, ""eye"": 0.0277, ""uterus"": 0.0173, ""upper_aerodigestive"": 0.0173, ""urinary_tract"": 0.0173, ""muscle"": 0.0173, ""liver"": 0.0173, ""ovary"": 0.0138, ""bile_duct"": 0.0104, ""breast"": 0.0104, ""kidney"": 0.0069, ""gastric"": 0.0069, ""hair"": 0.0069, ""pleura"": 0.0035, ""embryo"": 0.0035, ""colorectal"": 0.0035, ""pancreas"": 0.0035}"
HC_avg_k44,28,12,lung,0.5,False,False,"{""lung"": 0.5, ""thyroid"": 0.4167, ""ovary"": 0.0833}"
HC_avg_k44,29,6,uterus,0.3333333333333333,True,False,"{""uterus"": 0.3333, ""ovary"": 0.3333, ""lung"": 0.1667, ""cervix"": 0.1667}"
HC_avg_k44,30,16,lung,0.25,True,False,"{""lung"": 0.25, ""urinary_tract"": 0.25, ""bone"": 0.125, ""central_nervous_system"": 0.0625, ""ovary"": 0.0625, ""thyroid"": 0.0625, ""breast"": 0.0625, ""pancreas"": 0.0625, ""upper_aerodigestive"": 0.0625}"
HC_avg_k44,31,3,colorectal,0.3333333333333333,True,False,"{""colorectal"": 0.3333, ""lung"": 0.3333, ""bile_duct"": 0.3333}"
HC_avg_k44,32,5,soft_tissue,0.8,False,False,"{""soft_tissue"": 0.8, ""central_nervous_system"": 0.2}"
HC_avg_k44,33,38,soft_tissue,0.5789473684210527,False,False,"{""soft_tissue"": 0.5789, ""bone"": 0.1842, ""skin"": 0.0789, ""liver"": 0.0526, ""gastric"": 0.0263, ""kidney"": 0.0263, ""peripheral_nervous_system"": 0.0263, ""testis"": 0.0263}"
HC_avg_k44,34,1,bone,1.0,False,True,"{""bone"": 1.0}"
HC_avg_k44,35,17,testis,0.35294117647058826,True,False,"{""testis"": 0.3529, ""embryo"": 0.1765, ""uterus"": 0.1765, ""blood"": 0.0588, ""gastric"": 0.0588, ""liver"": 0.0588, ""colorectal"": 0.0588, ""ovary"": 0.0588}"
HC_avg_k44,36,4,upper_aerodigestive,0.5,False,False,"{""upper_aerodigestive"": 0.5, ""lung"": 0.5}"
HC_avg_k44,37,8,lung,0.25,True,False,"{""lung"": 0.25, ""gastric"": 0.25, ""ovary"": 0.125, ""breast"": 0.125, ""upper_aerodigestive"": 0.125, ""colorectal"": 0.125}"
HC_avg_k44,38,136,lung,0.47058823529411764,True,False,"{""lung"": 0.4706, ""peripheral_nervous_system"": 0.2206, ""bone"": 0.1765, ""central_nervous_system"": 0.0368, ""eye"": 0.0147, ""colorectal"": 0.0147, ""uterus"": 0.0147, ""thyroid"": 0.0074, ""adrenal_cortex"": 0.0074, ""cervix"": 0.0074, ""gastric"": 0.0074, ""prostate"": 0.0074, ""pancreas"": 0.0074, ""skin"": 0.0074}"
HC_avg_k44,39,5,pancreas,0.4,True,False,"{""pancreas"": 0.4, ""gastric"": 0.2, ""lung"": 0.2, ""esophagus"": 0.2}"
HC_avg_k44,40,1,soft_tissue,1.0,False,True,"{""soft_tissue"": 1.0}"
HC_avg_k44,41,3,soft_tissue,0.6666666666666666,False,False,"{""soft_tissue"": 0.6667, ""ovary"": 0.3333}"
HC_avg_k44,42,3,esophagus,0.3333333333333333,True,False,"{""esophagus"": 0.3333, ""kidney"": 0.3333, ""breast"": 0.3333}"
HC_avg_k44,43,52,soft_tissue,0.34615384615384615,True,False,"{""soft_tissue"": 0.3462, ""lung"": 0.2115, ""ovary"": 0.1154, ""uterus"": 0.0769, ""kidney"": 0.0577, ""bile_duct"": 0.0385, ""central_nervous_system"": 0.0385, ""gastric"": 0.0192, ""pancreas"": 0.0192, ""bone"": 0.0192, ""liver"": 0.0192, ""adrenal_cortex"": 0.0192, ""cervix"": 0.0192}"
HC_avg_k44,44,1,gastric,1.0,False,True,"{""gastric"": 1.0}"
HC_avg_k51,1,11,liver,0.7272727272727273,False,False,"{""liver"": 0.7273, ""gastric"": 0.1818, ""bile_duct"": 0.0909}"
HC_avg_k51,2,17,bile_duct,0.5882352941176471,False,False,"{""bile_duct"": 0.5882, ""liver"": 0.2941, ""lung"": 0.0588, ""pancreas"": 0.0588}"
HC_avg_k51,3,2,thyroid,1.0,False,True,"{""thyroid"": 1.0}"
HC_avg_k51,4,59,kidney,0.6779661016949152,False,False,"{""kidney"": 0.678, ""ovary"": 0.1525, ""urinary_tract"": 0.0508, ""uterus"": 0.0508, ""soft_tissue"": 0.0339, ""liver"": 0.0169, ""lung"": 0.0169}"
HC_avg_k51,5,2,lung,1.0,False,True,"{""lung"": 1.0}"
HC_avg_k51,6,21,lung,0.6666666666666666,False,False,"{""lung"": 0.6667, ""cervix"": 0.1905, ""bile_duct"": 0.0476, ""gastric"": 0.0476, ""uterus"": 0.0476}"
HC_avg_k51,7,16,pancreas,0.4375,True,False,"{""pancreas"": 0.4375, ""bile_duct"": 0.25, ""lung"": 0.125, ""esophagus"": 0.0625, ""gastric"": 0.0625, ""ovary"": 0.0625}"
HC_avg_k51,8,5,lung,0.8,False,False,"{""lung"": 0.8, ""bile_duct"": 0.2}"
HC_avg_k51,9,7,lung,0.8571428571428571,False,False,"{""lung"": 0.8571, ""thyroid"": 0.1429}"
HC_avg_k51,10,9,breast,1.0,False,True,"{""breast"": 1.0}"
HC_avg_k51,11,28,ovary,0.75,False,False,"{""ovary"": 0.75, ""uterus"": 0.25}"
HC_avg_k51,12,28,uterus,0.5357142857142857,False,False,"{""uterus"": 0.5357, ""ovary"": 0.3929, ""breast"": 0.0357, ""liver"": 0.0357}"
HC_avg_k51,13,196,upper_aerodigestive,0.3163265306122449,True,False,"{""upper_aerodigestive"": 0.3163, ""lung"": 0.1173, ""urinary_tract"": 0.1122, ""esophagus"": 0.1071, ""breast"": 0.0867, ""cervix"": 0.0561, ""bile_duct"": 0.0408, ""pancreas"": 0.0408, ""gastric"": 0.0306, ""prostate"": 0.0306, ""skin"": 0.0255, ""ovary"": 0.0102, ""central_nervous_system"": 0.0051, ""colorectal"": 0.0051, ""thyroid"": 0.0051, ""uterus"": 0.0051, ""epidermoid_carcinoma"": 0.0051}"
HC_avg_k51,14,61,breast,0.5245901639344263,False,False,"{""breast"": 0.5246, ""lung"": 0.2951, ""prostate"": 0.0656, ""bile_duct"": 0.0328, ""gastric"": 0.0328, ""esophagus"": 0.0164, ""cervix"": 0.0164, ""colorectal"": 0.0164}"
HC_avg_k51,15,185,colorectal,0.40540540540540543,True,False,"{""colorectal"": 0.4054, ""pancreas"": 0.1784, ""lung"": 0.173, ""gastric"": 0.1135, ""bile_duct"": 0.0703, ""esophagus"": 0.027, ""ovary"": 0.027, ""urinary_tract"": 0.0054}"
HC_avg_k51,16,1,urinary_tract,1.0,False,True,"{""urinary_tract"": 1.0}"
HC_avg_k51,17,3,colorectal,0.6666666666666666,False,False,"{""colorectal"": 0.6667, ""gastric"": 0.3333}"
HC_avg_k51,18,2,prostate,1.0,False,True,"{""prostate"": 1.0}"
HC_avg_k51,19,3,esophagus,0.6666666666666666,False,False,"{""esophagus"": 0.6667, ""urinary_tract"": 0.3333}"
HC_avg_k51,20,2,gastric,0.5,False,False,"{""gastric"": 0.5, ""upper_aerodigestive"": 0.5}"
HC_avg_k51,21,1,central_nervous_system,1.0,False,True,"{""central_nervous_system"": 1.0}"
HC_avg_k51,22,259,blood,0.444015444015444,True,False,"{""blood"": 0.444, ""lymphocyte"": 0.4363, ""plasma_cell"": 0.1158, ""lung"": 0.0039}"
HC_avg_k51,23,120,skin,0.8083333333333333,False,False,"{""skin"": 0.8083, ""eye"": 0.1, ""central_nervous_system"": 0.0417, ""soft_tissue"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""bile_duct"": 0.0083, ""unknown"": 0.0083}"
HC_avg_k51,24,1,skin,1.0,False,True,"{""skin"": 1.0}"
HC_avg_k51,25,3,lung,0.3333333333333333,True,False,"{""lung"": 0.3333, ""liver"": 0.3333, ""breast"": 0.3333}"
HC_avg_k51,26,6,soft_tissue,1.0,False,True,"{""soft_tissue"": 1.0}"
HC_avg_k51,27,17,lung,0.6470588235294118,False,False,"{""lung"": 0.6471, ""gastric"": 0.1176, ""ovary"": 0.0588, ""breast"": 0.0588, ""central_nervous_system"": 0.0588, ""liver"": 0.0588}"
HC_avg_k51,28,4,breast,0.75,False,False,"{""breast"": 0.75, ""thyroid"": 0.25}"
HC_avg_k51,29,4,central_nervous_system,0.5,False,False,"{""central_nervous_system"": 0.5, ""soft_tissue"": 0.25, ""peripheral_nervous_system"": 0.25}"
HC_avg_k51,30,288,central_nervous_system,0.2638888888888889,True,False,"{""central_nervous_system"": 0.2639, ""fibroblast"": 0.1319, ""soft_tissue"": 0.1111, ""lung"": 0.0972, ""bone"": 0.066, ""thyroid"": 0.0417, ""skin"": 0.0417, ""peripheral_nervous_system"": 0.0347, ""unknown"": 0.0278, ""eye"": 0.0278, ""uterus"": 0.0174, ""upper_aerodigestive"": 0.0174, ""urinary_tract"": 0.0174, ""muscle"": 0.0174, ""liver"": 0.0174, ""ovary"": 0.0139, ""bile_duct"": 0.0104, ""breast"": 0.0104, ""kidney"": 0.0069, ""gastric"": 0.0069, ""hair"": 0.0069, ""pleura"": 0.0035, ""embryo"": 0.0035, ""colorectal"": 0.0035, ""pancreas"": 0.0035}"
HC_avg_k51,31,1,central_nervous_system,1.0,False,True,"{""central_nervous_system"": 1.0}"
HC_avg_k51,32,4,thyroid,0.75,False,False,"{""thyroid"": 0.75, ""ovary"": 0.25}"
HC_avg_k51,33,8,lung,0.75,False,False,"{""lung"": 0.75, ""thyroid"": 0.25}"
HC_avg_k51,34,6,uterus,0.3333333333333333,True,False,"{""uterus"": 0.3333, ""ovary"": 0.3333, ""lung"": 0.1667, ""cervix"": 0.1667}"
HC_avg_k51,35,3,lung,0.6666666666666666,False,False,"{""lung"": 0.6667, ""central_nervous_system"": 0.3333}"
HC_avg_k51,36,13,urinary_tract,0.3076923076923077,True,False,"{""urinary_tract"": 0.3077, ""lung"": 0.1538, ""bone"": 0.1538, ""ovary"": 0.0769, ""thyroid"": 0.0769, ""breast"": 0.0769, ""pancreas"": 0.0769, ""upper_aerodigestive"": 0.0769}"
HC_avg_k51,37,3,colorectal,0.3333333333333333,True,False,"{""colorectal"": 0.3333, ""lung"": 0.3333, ""bile_duct"": 0.3333}"
HC_avg_k51,38,5,soft_tissue,0.8,False,False,"{""soft_tissue"": 0.8, ""central_nervous_system"": 0.2}"
HC_avg_k51,39,38,soft_tissue,0.5789473684210527,False,False,"{""soft_tissue"": 0.5789, ""bone"": 0.1842, ""skin"": 0.0789, ""liver"": 0.0526, ""gastric"": 0.0263, ""kidney"": 0.0263, ""peripheral_nervous_system"": 0.0263, ""testis"": 0.0263}"
HC_avg_k51,40,1,bone,1.0,False,True,"{""bone"": 1.0}"
HC_avg_k51,41,5,uterus,0.6,False,False,"{""uterus"": 0.6, ""liver"": 0.2, ""colorectal"": 0.2}"
HC_avg_k51,42,12,testis,0.5,False,False,"{""testis"": 0.5, ""embryo"": 0.25, ""blood"": 0.0833, ""gastric"": 0.0833, ""ovary"": 0.0833}"
HC_avg_k51,43,4,upper_aerodigestive,0.5,False,False,"{""upper_aerodigestive"": 0.5, ""lung"": 0.5}"
HC_avg_k51,44,8,lung,0.25,True,False,"{""lung"": 0.25, ""gastric"": 0.25, ""ovary"": 0.125, ""breast"": 0.125, ""upper_aerodigestive"": 0.125, ""colorectal"": 0.125}"
HC_avg_k51,45,136,lung,0.47058823529411764,True,False,"{""lung"": 0.4706, ""peripheral_nervous_system"": 0.2206, ""bone"": 0.1765, ""central_nervous_system"": 0.0368, ""eye"": 0.0147, ""colorectal"": 0.0147, ""uterus"": 0.0147, ""thyroid"": 0.0074, ""adrenal_cortex"": 0.0074, ""cervix"": 0.0074, ""gastric"": 0.0074, ""prostate"": 0.0074, ""pancreas"": 0.0074, ""skin"": 0.0074}"
HC_avg_k51,46,5,pancreas,0.4,True,False,"{""pancreas"": 0.4, ""gastric"": 0.2, ""lung"": 0.2, ""esophagus"": 0.2}"
HC_avg_k51,47,1,soft_tissue,1.0,False,True,"{""soft_tissue"": 1.0}"
HC_avg_k51,48,3,soft_tissue,0.6666666666666666,False,False,"{""soft_tissue"": 0.6667, ""ovary"": 0.3333}"
HC_avg_k51,49,3,esophagus,0.3333333333333333,True,False,"{""esophagus"": 0.3333, ""kidney"": 0.3333, ""breast"": 0.3333}"
HC_avg_k51,50,52,soft_tissue,0.34615384615384615,True,False,"{""soft_tissue"": 0.3462, ""lung"": 0.2115, ""ovary"": 0.1154, ""uterus"": 0.0769, ""kidney"": 0.0577, ""bile_duct"": 0.0385, ""central_nervous_system"": 0.0385, ""gastric"": 0.0192, ""pancreas"": 0.0192, ""bone"": 0.0192, ""liver"": 0.0192, ""adrenal_cortex"": 0.0192, ""cervix"": 0.0192}"
HC_avg_k51,51,1,gastric,1.0,False,True,"{""gastric"": 1.0}"
Louvain_k10,0,98,lung,0.7755102040816326,False,False,"{""lung"": 0.7755, ""bile_duct"": 0.0408, ""cervix"": 0.0408, ""colorectal"": 0.0306, ""uterus"": 0.0306, ""gastric"": 0.0204, ""esophagus"": 0.0102, ""breast"": 0.0102, ""prostate"": 0.0102, ""thyroid"": 0.0102, ""ovary"": 0.0102, ""pancreas"": 0.0102}"
Louvain_k10,1,22,soft_tissue,0.8636363636363636,False,False,"{""soft_tissue"": 0.8636, ""kidney"": 0.0455, ""skin"": 0.0455, ""central_nervous_system"": 0.0455}"
Louvain_k10,2,65,blood,1.0,False,True,"{""blood"": 1.0}"
Louvain_k10,3,152,upper_aerodigestive,0.4144736842105263,True,False,"{""upper_aerodigestive"": 0.4145, ""esophagus"": 0.1382, ""lung"": 0.1053, ""cervix"": 0.0724, ""urinary_tract"": 0.0461, ""prostate"": 0.0395, ""breast"": 0.0395, ""bile_duct"": 0.0329, ""skin"": 0.0329, ""gastric"": 0.0197, ""pancreas"": 0.0197, ""uterus"": 0.0197, ""colorectal"": 0.0066, ""thyroid"": 0.0066, ""epidermoid_carcinoma"": 0.0066}"
Louvain_k10,4,76,lung,0.8421052631578947,False,False,"{""lung"": 0.8421, ""gastric"": 0.0395, ""colorectal"": 0.0263, ""ovary"": 0.0132, ""thyroid"": 0.0132, ""upper_aerodigestive"": 0.0132, ""cervix"": 0.0132, ""prostate"": 0.0132, ""pancreas"": 0.0132, ""skin"": 0.0132}"
Louvain_k10,5,44,breast,0.9090909090909091,False,True,"{""breast"": 0.9091, ""prostate"": 0.0909}"
Louvain_k10,6,119,skin,0.8235294117647058,False,False,"{""skin"": 0.8235, ""eye"": 0.1008, ""central_nervous_system"": 0.0336, ""soft_tissue"": 0.0168, ""peripheral_nervous_system"": 0.0168, ""unknown"": 0.0084}"
Louvain_k10,7,31,plasma_cell,0.8387096774193549,False,False,"{""plasma_cell"": 0.8387, ""lymphocyte"": 0.1613}"
Louvain_k10,8,118,colorectal,0.576271186440678,False,False,"{""colorectal"": 0.5763, ""gastric"": 0.1864, ""liver"": 0.0847, ""bile_duct"": 0.0508, ""lung"": 0.0254, ""ovary"": 0.0254, ""pancreas"": 0.0169, ""esophagus"": 0.0169, ""breast"": 0.0085, ""urinary_tract"": 0.0085}"
Louvain_k10,9,61,peripheral_nervous_system,0.5573770491803278,False,False,"{""peripheral_nervous_system"": 0.5574, ""testis"": 0.082, ""central_nervous_system"": 0.082, ""lung"": 0.0656, ""embryo"": 0.0492, ""eye"": 0.0328, ""soft_tissue"": 0.0164, ""upper_aerodigestive"": 0.0164, ""adrenal_cortex"": 0.0164, ""blood"": 0.0164, ""gastric"": 0.0164, ""uterus"": 0.0164, ""colorectal"": 0.0164, ""ovary"": 0.0164}"
Louvain_k10,10,26,blood,0.8461538461538461,False,False,"{""blood"": 0.8462, ""lymphocyte"": 0.1538}"
Louvain_k10,11,360,central_nervous_system,0.23055555555555557,True,False,"{""central_nervous_system"": 0.2306, ""lung"": 0.1167, ""soft_tissue"": 0.1139, ""fibroblast"": 0.1056, ""bone"": 0.0639, ""thyroid"": 0.05, ""skin"": 0.0389, ""liver"": 0.0306, ""ovary"": 0.025, ""urinary_tract"": 0.025, ""unknown"": 0.0222, ""breast"": 0.0222, ""eye"": 0.0222, ""uterus"": 0.0167, ""upper_aerodigestive"": 0.0167, ""peripheral_nervous_system"": 0.0167, ""kidney"": 0.0139, ""bile_duct"": 0.0139, ""muscle"": 0.0139, ""gastric"": 0.0111, ""testis"": 0.0056, ""cervix"": 0.0056, ""hair"": 0.0056, ""pancreas"": 0.0056, ""pleura"": 0.0028, ""embryo"": 0.0028, ""colorectal"": 0.0028}"
Louvain_k10,12,69,lymphocyte,0.5797101449275363,False,False,"{""lymphocyte"": 0.5797, ""blood"": 0.3768, ""plasma_cell"": 0.029, ""lung"": 0.0145}"
Louvain_k10,13,114,ovary,0.35964912280701755,True,False,"{""ovary"": 0.3596, ""kidney"": 0.3246, ""uterus"": 0.2193, ""urinary_tract"": 0.0263, ""liver"": 0.0263, ""thyroid"": 0.0175, ""breast"": 0.0088, ""lung"": 0.0088, ""soft_tissue"": 0.0088}"
Louvain_k10,14,68,lymphocyte,0.9411764705882353,False,True,"{""lymphocyte"": 0.9412, ""plasma_cell"": 0.0294, ""blood"": 0.0294}"
Louvain_k10,15,25,bone,0.96,False,True,"{""bone"": 0.96, ""peripheral_nervous_system"": 0.04}"
Louvain_k10,16,79,soft_tissue,0.3291139240506329,True,False,"{""soft_tissue"": 0.3291, ""lung"": 0.1646, ""bone"": 0.0886, ""ovary"": 0.0759, ""uterus"": 0.0506, ""gastric"": 0.0506, ""kidney"": 0.0506, ""pancreas"": 0.038, ""bile_duct"": 0.0253, ""esophagus"": 0.0253, ""central_nervous_system"": 0.0253, ""peripheral_nervous_system"": 0.0127, ""breast"": 0.0127, ""upper_aerodigestive"": 0.0127, ""liver"": 0.0127, ""adrenal_cortex"": 0.0127, ""cervix"": 0.0127}"
Louvain_k10,17,146,pancreas,0.2945205479452055,True,False,"{""pancreas"": 0.2945, ""bile_duct"": 0.1712, ""urinary_tract"": 0.1164, ""lung"": 0.1096, ""breast"": 0.0822, ""colorectal"": 0.0616, ""gastric"": 0.0548, ""esophagus"": 0.0411, ""ovary"": 0.0342, ""central_nervous_system"": 0.0068, ""thyroid"": 0.0068, ""liver"": 0.0068, ""prostate"": 0.0068, ""uterus"": 0.0068}"
Louvain_k15,0,78,peripheral_nervous_system,0.4230769230769231,True,False,"{""peripheral_nervous_system"": 0.4231, ""soft_tissue"": 0.2179, ""testis"": 0.0641, ""central_nervous_system"": 0.0641, ""lung"": 0.0513, ""embryo"": 0.0385, ""gastric"": 0.0256, ""eye"": 0.0256, ""upper_aerodigestive"": 0.0128, ""adrenal_cortex"": 0.0128, ""blood"": 0.0128, ""uterus"": 0.0128, ""colorectal"": 0.0128, ""ovary"": 0.0128, ""skin"": 0.0128}"
Louvain_k15,1,65,blood,1.0,False,True,"{""blood"": 1.0}"
Louvain_k15,2,187,upper_aerodigestive,0.33689839572192515,True,False,"{""upper_aerodigestive"": 0.3369, ""lung"": 0.1283, ""esophagus"": 0.1176, ""urinary_tract"": 0.1123, ""cervix"": 0.0642, ""breast"": 0.0374, ""bile_duct"": 0.0321, ""uterus"": 0.0321, ""prostate"": 0.0321, ""pancreas"": 0.0267, ""skin"": 0.0267, ""gastric"": 0.0214, ""colorectal"": 0.0107, ""thyroid"": 0.0107, ""epidermoid_carcinoma"": 0.0053, ""ovary"": 0.0053}"
Louvain_k15,3,75,lung,0.84,False,False,"{""lung"": 0.84, ""gastric"": 0.04, ""colorectal"": 0.0267, ""ovary"": 0.0133, ""thyroid"": 0.0133, ""upper_aerodigestive"": 0.0133, ""cervix"": 0.0133, ""prostate"": 0.0133, ""pancreas"": 0.0133, ""skin"": 0.0133}"
Louvain_k15,4,155,lung,0.32903225806451614,True,False,"{""lung"": 0.329, ""pancreas"": 0.2516, ""bile_duct"": 0.1613, ""colorectal"": 0.0581, ""gastric"": 0.0452, ""breast"": 0.0452, ""ovary"": 0.0323, ""esophagus"": 0.0258, ""urinary_tract"": 0.0194, ""prostate"": 0.0129, ""central_nervous_system"": 0.0065, ""uterus"": 0.0065, ""thyroid"": 0.0065}"
Louvain_k15,5,25,bone,0.96,False,True,"{""bone"": 0.96, ""peripheral_nervous_system"": 0.04}"
Louvain_k15,6,77,soft_tissue,0.38961038961038963,True,False,"{""soft_tissue"": 0.3896, ""lung"": 0.1688, ""ovary"": 0.0779, ""uterus"": 0.0519, ""kidney"": 0.0519, ""gastric"": 0.039, ""pancreas"": 0.039, ""central_nervous_system"": 0.039, ""bile_duct"": 0.026, ""esophagus"": 0.026, ""peripheral_nervous_system"": 0.013, ""breast"": 0.013, ""bone"": 0.013, ""upper_aerodigestive"": 0.013, ""liver"": 0.013, ""adrenal_cortex"": 0.013, ""cervix"": 0.013}"
Louvain_k15,7,100,lymphocyte,0.45,True,False,"{""lymphocyte"": 0.45, ""plasma_cell"": 0.28, ""blood"": 0.26, ""lung"": 0.01}"
Louvain_k15,8,368,central_nervous_system,0.22554347826086957,True,False,"{""central_nervous_system"": 0.2255, ""lung"": 0.1223, ""soft_tissue"": 0.1087, ""fibroblast"": 0.1033, ""bone"": 0.0788, ""thyroid"": 0.0489, ""skin"": 0.0353, ""ovary"": 0.0245, ""urinary_tract"": 0.0245, ""liver"": 0.0245, ""unknown"": 0.0217, ""breast"": 0.0217, ""eye"": 0.0217, ""kidney"": 0.019, ""peripheral_nervous_system"": 0.019, ""uterus"": 0.0163, ""upper_aerodigestive"": 0.0163, ""bile_duct"": 0.0136, ""muscle"": 0.0136, ""gastric"": 0.0109, ""testis"": 0.0054, ""cervix"": 0.0054, ""hair"": 0.0054, ""pancreas"": 0.0054, ""pleura"": 0.0027, ""embryo"": 0.0027, ""colorectal"": 0.0027}"
Louvain_k15,9,89,breast,0.5056179775280899,False,False,"{""breast"": 0.5056, ""lung"": 0.3483, ""prostate"": 0.0449, ""bile_duct"": 0.0337, ""cervix"": 0.0337, ""esophagus"": 0.0112, ""gastric"": 0.0112, ""colorectal"": 0.0112}"
Louvain_k15,10,125,colorectal,0.552,False,False,"{""colorectal"": 0.552, ""gastric"": 0.184, ""liver"": 0.088, ""bile_duct"": 0.048, ""pancreas"": 0.04, ""lung"": 0.024, ""esophagus"": 0.024, ""ovary"": 0.024, ""breast"": 0.008, ""urinary_tract"": 0.008}"
Louvain_k15,11,27,blood,0.8148148148148148,False,False,"{""blood"": 0.8148, ""lymphocyte"": 0.1852}"
