floor_q,n0,upper_cut,lower_cut,rho
0.3,25,0.5,0.3,0.03308147767770218
0.3,25,0.5,0.2,0.03156791861325077
0.2,25,0.5,0.3,0.028105236562440628
0.5,25,0.5,0.2,0.027599408364208943
0.2,25,0.5,0.2,0.026346472996368026
0.5,25,0.5,0.3,0.026293374770181534
