^SAMPLE = GSM171011
!Sample_title = Melanoma cell line SKMEL5
!Sample_geo_accession = GSM171011
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 22 2007
!Sample_last_update_date = Jan 14 2015
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line SKMEL5
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2).
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171011/suppl/GSM171011.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM171nnn/GSM171011/suppl/GSM171011.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_series_id = GSE7127
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
208680_at	7951.14	P	0.000244141
208682_s_at	357.007	P	0.000244141
208683_at	1358.3	P	0.000244141
208684_at	1387.11	P	0.000244141
208685_x_at	536.631	P	0.000244141
208686_s_at	244.47	P	0.0012207
208687_x_at	10986.3	P	0.000244141
208688_x_at	4151.81	P	0.000244141
208689_s_at	3853.5	P	0.000244141
208690_s_at	642.66	P	0.000732422
208691_at	4024.15	P	0.000244141
208692_at	11329	P	0.000244141
208693_s_at	4811.41	P	0.000244141
208694_at	1519.57	P	0.000244141
208695_s_at	12435.2	P	0.000244141
208696_at	4750.22	P	0.000244141
208697_s_at	6239.66	P	0.000244141
208698_s_at	2242.56	P	0.000244141
208699_x_at	2300.66	P	0.000244141
208700_s_at	2993.68	P	0.000244141
208701_at	41.3884	A	0.246094
208702_x_at	746.546	P	0.000732422
208703_s_at	393.532	P	0.000244141
208704_x_at	655.514	P	0.000732422
208705_s_at	2529.96	P	0.000244141
208706_s_at	905.024	P	0.000244141
208707_at	56.6671	A	0.149658
208708_x_at	1635.46	P	0.000244141
208709_s_at	849.42	P	0.000244141
208710_s_at	236.561	P	0.00415039
208711_s_at	281.216	P	0.000244141
208712_at	361.05	P	0.000732422
208713_at	484.063	P	0.000244141
208714_at	1700.42	P	0.000244141
208715_at	331.262	P	0.000244141
208716_s_at	2675.95	P	0.000244141
208717_at	1538.23	P	0.000244141
208718_at	3358.21	P	0.000244141
208719_s_at	379.896	P	0.000244141
208720_s_at	1194.67	P	0.000244141
208721_s_at	1453.8	P	0.000244141
208722_s_at	1238.51	P	0.000244141
208723_at	499.989	P	0.000244141
208724_s_at	6578.63	P	0.000244141
208725_at	59.8643	A	0.067627
208726_s_at	5272.7	P	0.000244141
208727_s_at	779.229	P	0.000244141
208728_s_at	394.166	P	0.000732422
208729_x_at	1322.54	P	0.000244141
208730_x_at	256.666	P	0.00195313
208731_at	1592.37	P	0.000244141
208732_at	401.61	P	0.000732422
208733_at	41.3126	P	0.000244141
208734_x_at	2204.29	P	0.000244141
208735_s_at	189.383	P	0.000732422
208736_at	3319.67	P	0.000244141
208737_at	2922.42	P	0.000244141
208738_x_at	3242.08	P	0.000244141
208739_x_at	5017.86	P	0.000244141
208740_at	199.012	P	0.000244141
208741_at	45.6494	P	0.00195313
208742_s_at	3330.87	P	0.000244141
208743_s_at	2295.7	P	0.000244141
208744_x_at	1211.26	P	0.000244141
208745_at	427.364	P	0.000244141
208746_x_at	4907.88	P	0.000244141
208747_s_at	106.933	P	0.000244141
208748_s_at	281.99	P	0.00805664
208749_x_at	1203.7	P	0.000244141
208750_s_at	1817.51	P	0.000244141
208751_at	425.072	P	0.000244141
208752_x_at	4509.43	P	0.000244141
208753_s_at	1069.62	P	0.000244141
208754_s_at	682.925	P	0.000244141
208755_x_at	7468.98	P	0.00415039
208756_at	3978.42	P	0.000244141
208757_at	576.166	P	0.000244141
208758_at	1893.86	P	0.000244141
208759_at	365.424	P	0.000244141
208760_at	191.272	P	0.000244141
208761_s_at	1760.77	P	0.000244141
208762_at	64.5156	P	0.000732422
208763_s_at	173.355	P	0.00805664
208764_s_at	4130.93	P	0.000244141
208765_s_at	1291.47	P	0.000732422
208766_s_at	3080.68	P	0.000244141
208767_s_at	5286.56	P	0.000244141
208768_x_at	8438.62	P	0.000244141
208769_at	59.3603	A	0.0805664
208770_s_at	405.434	P	0.000244141
208771_s_at	1597.26	P	0.000244141
208772_at	122.706	P	0.000244141
208773_s_at	383.846	P	0.000244141
208774_at	194.229	P	0.000244141
208775_at	3995.38	P	0.000244141
208776_at	41.5013	A	0.067627
208777_s_at	2253.21	P	0.000244141
208778_s_at	2776.82	P	0.000244141
208779_x_at	147.575	P	0.000732422
208780_x_at	2948.66	P	0.000244141
208781_x_at	1954.3	P	0.000732422
208782_at	696.537	P	0.000244141
208783_s_at	912.536	P	0.000244141
208784_s_at	246.581	P	0.000244141
208785_s_at	1537.89	P	0.000244141
208786_s_at	891.981	P	0.000732422
208787_at	5484.08	P	0.000244141
208788_at	1563.08	P	0.000244141
208789_at	78.7799	A	0.246094
208790_s_at	29.2927	P	0.0461426
208791_at	20.1283	A	0.398926
208792_s_at	17.8488	A	0.0805664
208793_x_at	40.3319	A	0.27417
208794_s_at	69.704	P	0.0302734
208795_s_at	1080.33	P	0.000244141
208796_s_at	2734.74	P	0.000244141
208797_s_at	66.8319	P	0.0185547
208798_x_at	369.631	P	0.000244141
208799_at	2649.75	P	0.000244141
208800_at	830.95	P	0.000244141
208801_at	2072.08	P	0.000244141
208802_at	310.657	P	0.000244141
208803_s_at	391.47	P	0.000244141
208804_s_at	841.636	P	0.000244141
208805_at	4737.74	P	0.000244141
208806_at	31.3557	A	0.111572
208807_s_at	150.035	P	0.0239258
208808_s_at	3850.19	P	0.000244141
208809_s_at	1305.91	P	0.000244141
208810_at	886.131	P	0.000244141
208811_s_at	1278.29	P	0.000244141
208812_x_at	2092.28	P	0.000244141
208813_at	742.951	P	0.000244141
208814_at	147.608	P	0.0239258
208815_x_at	2439.6	P	0.000244141
208816_x_at	708.833	P	0.0239258
208817_at	391.799	P	0.000244141
208818_s_at	994.409	P	0.000244141
208819_at	714.171	P	0.000244141
208820_at	727.586	P	0.000244141
208821_at	2762.59	P	0.000244141
208822_s_at	1648.42	P	0.000244141
208823_s_at	99.0767	P	0.00805664
208824_x_at	476.564	P	0.000244141
208825_x_at	13707.3	P	0.000244141
208826_x_at	5546.64	P	0.000244141
208827_at	2135.1	P	0.000244141
208828_at	996.263	P	0.000244141
208829_at	270.909	P	0.000244141
208830_s_at	119.181	P	0.000244141
208831_x_at	123.752	P	0.0107422
208832_at	60.1745	P	0.000244141
208833_s_at	2465.41	P	0.000244141
208834_x_at	14312.3	P	0.0012207
208835_s_at	405.295	P	0.000244141
208836_at	4998.68	P	0.000244141
208837_at	1281.21	P	0.000244141
208838_at	713.011	P	0.000244141
208839_s_at	532.357	P	0.000244141
208840_s_at	2814.88	P	0.000244141
208841_s_at	3816.27	P	0.000244141
208842_s_at	736.594	P	0.000244141
208843_s_at	773.529	P	0.000244141
208844_at	105.633	P	0.0012207
208845_at	5969.9	P	0.000244141
208846_s_at	3266.06	P	0.000244141
208847_s_at	2552.03	P	0.000244141
208848_at	447.519	P	0.000244141
208849_at	27.9628	P	0.0107422
208850_s_at	18.9224	A	0.111572
208851_s_at	32.5896	A	0.246094
208852_s_at	3414.73	P	0.000244141
208853_s_at	2549.13	P	0.000244141
208854_s_at	561.187	P	0.000244141
208855_s_at	1882.72	P	0.000244141
208856_x_at	10548.6	P	0.000244141
208857_s_at	1766.04	P	0.000244141
208858_s_at	338.225	P	0.0012207
208859_s_at	212.617	P	0.000244141
208860_s_at	208.492	P	0.000244141
208861_s_at	330.947	P	0.000732422
208862_s_at	230.177	P	0.0012207
208863_s_at	1219.81	P	0.000244141
208864_s_at	4973.78	P	0.000244141
208865_at	1091.54	P	0.000244141
208866_at	204.542	P	0.000244141
208867_s_at	400.578	P	0.000732422
208868_s_at	238.065	P	0.000244141
208869_s_at	209.547	P	0.000732422
208870_x_at	4973.85	P	0.000244141
208871_at	7.68497	A	0.633789
208872_s_at	1120.35	P	0.000244141
208873_s_at	598.598	P	0.000244141
208874_x_at	157.034	P	0.000732422
208875_s_at	563.168	P	0.000244141
208876_s_at	133.619	P	0.000244141
208877_at	501.144	P	0.000244141
208878_s_at	366.391	P	0.000244141
208879_x_at	299.818	P	0.000244141
208880_s_at	363.492	P	0.000244141
208881_x_at	1502.04	P	0.000244141
208882_s_at	619.806	P	0.000244141
208883_at	371.026	P	0.000244141
208884_s_at	848.179	P	0.000244141
208885_at	52.6088	A	0.334473
208886_at	948.756	P	0.000244141
208887_at	1718.74	P	0.000244141
208888_s_at	16.1718	A	0.567627
208889_s_at	6.47172	A	0.366211
208890_s_at	314.425	P	0.00415039
208891_at	930.606	P	0.000244141
208892_s_at	597.948	P	0.000244141
208893_s_at	394.921	P	0.00585938
208894_at	116.144	P	0.000732422
208895_s_at	1313.32	P	0.000244141
208896_at	619.778	P	0.000244141
208897_s_at	837.964	P	0.000244141
208898_at	1774.17	P	0.000244141
208899_x_at	2652.31	P	0.000244141
208900_s_at	346.521	P	0.000244141
208901_s_at	1219.87	P	0.0012207
208902_s_at	5.18868	A	0.665527
208903_at	49.2853	A	0.0805664
208904_s_at	7239.87	P	0.000244141
208905_at	9305.2	P	0.000244141
208906_at	443.766	P	0.000244141
208907_s_at	1229.17	P	0.000244141
208908_s_at	5767.11	P	0.000244141
208909_at	5333.85	P	0.000244141
208910_s_at	4691.82	P	0.000244141
208911_s_at	839.699	P	0.000244141
208912_s_at	543.863	P	0.000244141
208913_at	269.849	P	0.000732422
208914_at	160.076	P	0.000244141
208915_s_at	282.02	P	0.000244141
208916_at	207.751	P	0.000732422
208917_x_at	92.4891	P	0.00805664
208918_s_at	1269.57	P	0.000244141
208919_s_at	252.844	P	0.000244141
208920_at	115.266	P	0.000244141
208921_s_at	2341.38	P	0.000244141
208922_s_at	234.752	P	0.000244141
208923_at	1498.98	P	0.000244141
208924_at	1323.25	P	0.000244141
208925_at	858.073	P	0.000244141
208926_at	1242.57	P	0.000244141
208927_at	193.342	P	0.000244141
208928_at	204.443	P	0.00195313
208929_x_at	8360.88	P	0.000244141
208930_s_at	296.919	P	0.000244141
208931_s_at	442.118	P	0.000244141
208932_at	695.189	P	0.000244141
208933_s_at	30.6502	P	0.0461426
208934_s_at	281.83	P	0.0012207
208935_s_at	41.7117	P	0.0185547
208936_x_at	102.045	P	0.00292969
208937_s_at	647.945	P	0.000244141
208938_at	155.609	P	0.000244141
208939_at	346.321	P	0.000244141
208940_at	95.3129	P	0.000732422
208941_s_at	377.49	P	0.000244141
208942_s_at	1122.55	P	0.000244141
208943_s_at	1225.77	P	0.000244141
208944_at	183.574	P	0.000244141
208945_s_at	781.891	P	0.000244141
208946_s_at	1110.42	P	0.000244141
208947_s_at	90.6556	P	0.0239258
208948_s_at	944.171	P	0.000244141
208949_s_at	10851.6	P	0.000244141
208950_s_at	771.208	P	0.000732422
208951_at	717.945	P	0.000244141
208952_s_at	256.3	P	0.000732422
208953_at	309.733	P	0.000244141
208954_s_at	120.673	P	0.00585938
208955_at	426.801	P	0.000244141
208956_x_at	3413.47	P	0.000244141
208957_at	47.6427	P	0.0461426
208958_at	16.4267	A	0.303711
208959_s_at	1207.51	P	0.000244141
208960_s_at	117.06	P	0.0185547
208961_s_at	172.887	P	0.000732422
208962_s_at	172.545	P	0.00195313
208963_x_at	227.463	P	0.000244141
208964_s_at	262.088	P	0.00805664
208965_s_at	933.715	P	0.000244141
208966_x_at	4724.69	P	0.000244141
208967_s_at	3585.66	P	0.000244141
208968_s_at	1210.44	P	0.000244141
208969_at	1339.43	P	0.000244141
208970_s_at	1544.65	P	0.000244141
208971_at	767.007	P	0.000244141
208972_s_at	810.64	P	0.000244141
208973_at	207.507	P	0.000244141
208974_x_at	2099.5	P	0.000244141
208975_s_at	1049.17	P	0.000732422
208977_x_at	3753.45	P	0.000244141
208978_at	11.4295	A	0.601074
208979_at	282.781	P	0.000244141
208980_s_at	8892.27	P	0.000244141
208981_at	8.44885	A	0.72583
208982_at	29.6042	A	0.219482
208983_s_at	1.40056	A	0.904785
208984_x_at	268.191	P	0.0012207
208985_s_at	1353.05	P	0.000732422
208986_at	1130.9	P	0.000244141
208987_s_at	86.2535	P	0.0302734
208988_at	103.159	P	0.000244141
208989_s_at	30.1007	A	0.171387
208990_s_at	1270.51	P	0.000244141
208991_at	1032.64	P	0.000244141
208992_s_at	852.697	P	0.000732422
208993_s_at	542.139	P	0.000244141
208994_s_at	263.721	P	0.000244141
208995_s_at	227.409	P	0.000732422
208996_s_at	788.424	P	0.000244141
208997_s_at	38.8122	A	0.129639
208998_at	48.4893	P	0.00415039
208999_at	170.004	P	0.000244141
209000_s_at	123.607	P	0.00415039
209001_s_at	1460.02	P	0.000244141
209002_s_at	63.5357	P	0.0239258
209003_at	640.778	P	0.000244141
209004_s_at	996.878	P	0.000244141
209005_at	117.644	P	0.0185547
209006_s_at	180.185	P	0.000244141
209007_s_at	341.651	P	0.000244141
209008_x_at	29.4701	A	0.0952148
209009_at	2435.66	P	0.000244141
209010_s_at	49.9881	P	0.0185547
209011_at	160.326	P	0.000244141
209012_at	78.702	P	0.000732422
209013_x_at	113.301	A	0.171387
209014_at	2718.69	P	0.000244141
209015_s_at	512.41	P	0.000244141
209016_s_at	9.41516	A	0.633789
209017_s_at	617.816	P	0.000244141
209018_s_at	132.038	P	0.0012207
209019_s_at	103.781	P	0.00415039
209020_at	492.969	P	0.000244141
209021_x_at	396.223	P	0.0141602
209022_at	1336.97	P	0.000244141
209023_s_at	851.915	P	0.000244141
209024_s_at	1676.4	P	0.000244141
209025_s_at	762.15	P	0.000244141
209026_x_at	7841.87	P	0.000244141
209027_s_at	661.508	P	0.000244141
209028_s_at	278.791	P	0.000244141
209029_at	564.333	P	0.000244141
209030_s_at	850.074	P	0.000244141
209031_at	439.293	P	0.000244141
209032_s_at	96.4903	P	0.000244141
209033_s_at	1109.62	P	0.000244141
209034_at	485.41	P	0.00415039
209035_at	4.63392	A	0.753906
209036_s_at	4952.46	P	0.000244141
209037_s_at	40.1046	P	0.00415039
209038_s_at	5.00855	A	0.533936
209039_x_at	77.5169	M	0.0561523
209040_s_at	523.002	P	0.000244141
209041_s_at	339.838	P	0.000244141
209042_s_at	291.52	P	0.000244141
209043_at	1453.87	P	0.000244141
209044_x_at	582.639	P	0.00585938
209045_at	1130.18	P	0.000244141
209046_s_at	2216.47	P	0.000244141
209047_at	11.9414	A	0.334473
209048_s_at	274.967	P	0.000244141
209049_s_at	842.071	P	0.000244141
209050_s_at	86.5443	A	0.067627
209051_s_at	29.0033	A	0.27417
209052_s_at	181.59	P	0.000244141
209053_s_at	385.218	P	0.000244141
209054_s_at	244.518	P	0.000244141
209055_s_at	449.722	P	0.000244141
209056_s_at	625.17	P	0.000244141
209057_x_at	146.283	P	0.00805664
209058_at	1204.6	P	0.000244141
209059_s_at	1230.98	P	0.000244141
209060_x_at	93.9825	P	0.000244141
209061_at	105.428	P	0.000244141
209062_x_at	156.791	P	0.0107422
209063_x_at	1506.9	P	0.000244141
209064_x_at	695.892	P	0.000244141
209065_at	315.886	P	0.000244141
209066_x_at	6325.48	P	0.000244141
209067_s_at	1865.58	P	0.000732422
209068_at	212.646	P	0.0012207
209069_s_at	5553.86	P	0.000244141
209070_s_at	9.63863	A	0.665527
209071_s_at	11.9154	A	0.5
209072_at	22.7653	A	0.567627
209073_s_at	231.965	P	0.00292969
209074_s_at	1.70194	A	0.981445
209075_s_at	1794.52	P	0.000244141
209076_s_at	500.854	P	0.000732422
209077_at	755.152	P	0.000244141
209078_s_at	735.981	P	0.000244141
209079_x_at	85.5723	P	0.00585938
209080_x_at	1910.18	P	0.000244141
209081_s_at	42.5126	A	0.149658
209082_s_at	56.4358	P	0.0107422
209083_at	7.13989	A	0.567627
209084_s_at	152.994	P	0.000732422
209085_x_at	708.532	P	0.000732422
209086_x_at	44.1463	A	0.171387
209087_x_at	55.6727	P	0.00195313
209088_s_at	178.764	P	0.000244141
209089_at	1283.2	P	0.000244141
209090_s_at	115.228	P	0.000244141
209091_s_at	674.052	P	0.000244141
209092_s_at	770.772	P	0.000244141
209093_s_at	995.208	P	0.000244141
209094_at	207.988	P	0.000244141
209095_at	3106.61	P	0.000244141
209096_at	1644.33	P	0.000244141
209097_s_at	5.97183	A	0.533936
209098_s_at	195.531	P	0.000244141
209099_x_at	1325.33	P	0.000244141
209100_at	510.828	P	0.000244141
209101_at	257.867	P	0.000732422
209102_s_at	744.91	P	0.000732422
209103_s_at	2414.82	P	0.000244141
209104_s_at	3702.92	P	0.000244141
209105_at	119.614	P	0.000732422
209106_at	141.867	P	0.000244141
209107_x_at	164.524	P	0.00415039
209108_at	371.994	P	0.000244141
209109_s_at	1112.76	P	0.000244141
209110_s_at	145.457	P	0.0012207
209111_at	471.99	P	0.000244141
209112_at	841.522	P	0.000244141
209113_s_at	1653.62	P	0.000244141
209114_at	27.9647	A	0.366211
209115_at	913.577	P	0.000244141
209116_x_at	16.831	A	0.27417
209117_at	217.231	P	0.0012207
209118_s_at	4786.3	P	0.000244141
209119_x_at	25.4129	A	0.219482
209120_at	200.575	P	0.000244141
209121_x_at	148.457	P	0.0185547
209122_at	927.819	P	0.000244141
209123_at	3306.41	P	0.000244141
209124_at	471.133	P	0.000244141
209125_at	11.6579	A	0.334473
209126_x_at	13.5998	A	0.601074
209127_s_at	443.409	P	0.000244141
209128_s_at	536.851	P	0.00195313
209129_at	1126.37	P	0.000244141
209130_at	1285.99	P	0.000244141
209131_s_at	355.671	P	0.0012207
209132_s_at	1857.96	P	0.000244141
209133_s_at	49.5598	A	0.129639
209134_s_at	11078.7	P	0.000244141
209135_at	1009.62	P	0.0239258
209136_s_at	608.051	P	0.000244141
209137_s_at	637.787	P	0.000244141
209138_x_at	5.3277	A	0.633789
209139_s_at	504.925	P	0.000244141
209140_x_at	2029.98	P	0.000244141
209141_at	1021.27	P	0.000244141
209142_s_at	1147.56	P	0.000244141
209143_s_at	1305.22	P	0.000244141
209144_s_at	40.9052	A	0.27417
209145_s_at	36.5239	P	0.0375977
209146_at	1463.74	P	0.000244141
209147_s_at	200.748	P	0.00195313
209148_at	123.388	P	0.00415039
209149_s_at	411.586	P	0.000244141
209150_s_at	498.134	P	0.000244141
209151_x_at	22.6734	A	0.111572
209152_s_at	60.6002	P	0.0012207
209153_s_at	224.192	P	0.00415039
209154_at	1057.13	P	0.000244141
209155_s_at	456.792	P	0.000244141
209156_s_at	8.2981	A	0.5
209157_at	1002.41	P	0.000244141
209158_s_at	136.462	P	0.000244141
209159_s_at	5.05568	A	0.696289
209160_at	7.60103	A	0.398926
209161_at	627.205	P	0.000244141
209162_s_at	839.439	P	0.000244141
209163_at	24.1105	A	0.303711
209164_s_at	13.0658	A	0.366211
209165_at	652.661	P	0.000244141
209166_s_at	114.662	P	0.00585938
209167_at	2817.48	P	0.000244141
209168_at	687.659	P	0.000244141
209169_at	451.57	P	0.000244141
209170_s_at	3126.32	P	0.000244141
209171_at	947.245	P	0.000244141
209172_s_at	110.276	P	0.000244141
209173_at	12.1646	A	0.780518
209174_s_at	411.584	P	0.000244141
209175_at	379.898	P	0.000244141
209176_at	66.9788	P	0.00805664
209177_at	1595.3	P	0.000244141
209178_at	131.753	P	0.00195313
209179_s_at	124.996	P	0.0185547
209180_at	1470.27	P	0.000244141
209181_s_at	2500.25	P	0.000244141
209182_s_at	20.8121	A	0.19458
209183_s_at	3.77907	A	0.943848
209184_s_at	619.399	P	0.000244141
209185_s_at	3302.14	P	0.000244141
209186_at	2634.01	P	0.000244141
209187_at	665.825	P	0.000244141
209188_x_at	592.846	P	0.000244141
209189_at	347.891	P	0.000244141
209190_s_at	269.337	P	0.000244141
209191_at	397.247	P	0.000244141
209192_x_at	227.89	P	0.0141602
209193_at	42.8422	A	0.067627
209194_at	449.778	P	0.000244141
209195_s_at	149.621	P	0.0375977
209196_at	795.34	P	0.000244141
209197_at	12.4652	A	0.5
209198_s_at	22.5258	P	0.0239258
209199_s_at	225.812	P	0.000244141
209200_at	82.0334	P	0.00292969
209201_x_at	2.89838	A	0.943848
209202_s_at	14.9915	A	0.432373
209203_s_at	175.601	P	0.000244141
209204_at	26.4798	A	0.0805664
209205_s_at	190.691	P	0.000732422
209206_at	443.141	P	0.000244141
209207_s_at	434.241	P	0.000732422
209208_at	779.076	P	0.00415039
209209_s_at	253.759	P	0.000244141
209210_s_at	622.627	P	0.000244141
209211_at	55.3785	P	0.0141602
209212_s_at	34.8386	A	0.219482
209213_at	922.202	P	0.000244141
209214_s_at	1711.52	P	0.000244141
209215_at	136.288	P	0.000732422
209216_at	362.465	P	0.000244141
209217_s_at	247.015	P	0.000244141
209218_at	839.36	P	0.000244141
209219_at	1220.38	P	0.000244141
209220_at	25.0292	P	0.0375977
209221_s_at	73.2385	P	0.0141602
209222_s_at	180.344	P	0.000244141
209223_at	28.6324	A	0.27417
209224_s_at	1492.55	P	0.000244141
209225_x_at	1517.19	P	0.000732422
209226_s_at	1851.76	P	0.000244141
209227_at	46.4292	P	0.0012207
209228_x_at	607.713	P	0.000244141
209229_s_at	204.542	P	0.000732422
209230_s_at	1061.89	P	0.000244141
209231_s_at	438.394	P	0.000244141
209232_s_at	292.037	P	0.000732422
209233_at	1750.76	P	0.000244141
209234_at	433.311	P	0.000244141
209235_at	108.322	P	0.0239258
209236_at	391.043	P	0.00415039
209237_s_at	215.153	P	0.000244141
209238_at	489.722	P	0.000244141
209239_at	294.78	P	0.00415039
209240_at	883.092	P	0.000732422
209241_x_at	14.6635	A	0.334473
209242_at	18.877	P	0.00292969
209243_s_at	4.00808	A	0.72583
209244_s_at	73.6859	P	0.0375977
209245_s_at	2.75189	A	0.72583
209246_at	175.803	P	0.0302734
209247_s_at	710.295	P	0.000244141
209248_at	1745.28	P	0.000244141
209249_s_at	3622.5	P	0.000244141
209250_at	777.565	P	0.000244141
209251_x_at	8007.23	P	0.000244141
209252_at	466.137	P	0.000732422
209253_at	11.1058	A	0.334473
209254_at	250.578	P	0.000244141
209255_at	126.083	P	0.000244141
209256_s_at	162.316	P	0.0239258
209257_s_at	769.206	P	0.000244141
209258_s_at	337.659	P	0.000244141
209259_s_at	820.491	P	0.000244141
209260_at	4.30501	A	0.780518
209261_s_at	23.6643	A	0.27417
209262_s_at	140.325	P	0.0461426
209263_x_at	1067.91	P	0.000244141
209264_s_at	1082.35	P	0.000244141
209265_s_at	624.775	P	0.000244141
209266_s_at	3.36386	A	0.72583
209267_s_at	389.998	P	0.000244141
209268_at	450.416	P	0.000244141
209269_s_at	0.797423	A	0.870361
209270_at	3.12492	A	0.753906
209271_at	267.512	P	0.000732422
209272_at	370.44	P	0.000244141
209273_s_at	897.467	P	0.000732422
209274_s_at	971.366	P	0.000244141
209275_s_at	128.319	P	0.00292969
209276_s_at	429.566	P	0.000732422
209277_at	9.61004	A	0.129639
209278_s_at	1.03331	A	0.80542
209279_s_at	269.567	P	0.000244141
209280_at	6.51996	A	0.303711
209281_s_at	186.955	P	0.00585938
209282_at	67.8766	A	0.129639
209283_at	40.6539	A	0.303711
209284_s_at	552.05	P	0.000244141
209285_s_at	396.474	P	0.000244141
209286_at	939.633	P	0.000244141
209287_s_at	561.606	P	0.000244141
209288_s_at	1425.23	P	0.000244141
209289_at	480.343	P	0.000732422
209290_s_at	283.804	P	0.000244141
209291_at	1376.22	P	0.000244141
209292_at	176.335	P	0.000244141
209293_x_at	229.121	P	0.000244141
209294_x_at	160.307	P	0.00195313
209295_at	577.028	P	0.000732422
209296_at	1167.35	P	0.000244141
209297_at	75.8521	A	0.067627
209298_s_at	50.9772	P	0.000244141
209299_x_at	64.2239	A	0.0952148
209300_s_at	338.989	P	0.000244141
209301_at	21.5267	P	0.0239258
209302_at	1695.01	P	0.000244141
209303_at	1011.59	P	0.000244141
209304_x_at	22.0435	A	0.398926
209305_s_at	23.3943	A	0.19458
209306_s_at	2553.7	P	0.000244141
209307_at	1435.63	P	0.000244141
209308_s_at	1307.32	P	0.000244141
209309_at	16.0339	A	0.111572
209310_s_at	267.62	P	0.000732422
209311_at	281.926	P	0.000732422
209312_x_at	149.934	P	0.000732422
209313_at	579.992	P	0.000732422
209314_s_at	274.842	P	0.000244141
209315_at	23.1899	A	0.432373
209316_s_at	967.115	P	0.000244141
