HGNC ID	Approved symbol	Previous symbols	Alias symbols	Ensembl gene ID	Locus group
HGNC:43387	RNA5SP487	RN5S487		ENSG00000222118	pseudogene
HGNC:43388	RNA5SP488	RN5S488		ENSG00000201812	pseudogene
HGNC:43389	RNA5SP489	RN5S489		ENSG00000238627	pseudogene
HGNC:43390	RNA5SP490	RN5S490		ENSG00000252950	pseudogene
HGNC:43391	RNA5SP491	RN5S491		ENSG00000199806	pseudogene
HGNC:43392	RNA5SP492	RN5S492		ENSG00000223262	pseudogene
HGNC:43393	RNA5SP493	RN5S493		ENSG00000200985	pseudogene
HGNC:43394	RNA5SP494	RN5S494		ENSG00000222585	pseudogene
HGNC:43395	RNA5SP495	RN5S495		ENSG00000252267	pseudogene
HGNC:43396	RNA5SP496	RN5S496		ENSG00000212542	pseudogene
HGNC:43397	RNA5SP497	RN5S497		ENSG00000251890	pseudogene
HGNC:43398	RNA5SP498	RN5S498		ENSG00000223274	pseudogene
HGNC:43399	RNA5SP499	RN5S499		ENSG00000200852	pseudogene
HGNC:43400	RNA5SP500	RN5S500		ENSG00000201356	pseudogene
HGNC:43401	RNA5SP501	RN5S501		ENSG00000222922	pseudogene
HGNC:43402	RNA5SP502	RN5S502		ENSG00000199564	pseudogene
HGNC:43403	RNA5SP503	RN5S503		ENSG00000252856	pseudogene
HGNC:43404	RNA5SP504	RN5S504		ENSG00000222608	pseudogene
HGNC:43405	RNA5SP505	RN5S505		ENSG00000201618	pseudogene
HGNC:43406	RNA5SP506	RN5S506		ENSG00000272351	pseudogene
HGNC:43407	RNA5SP507	RN5S507		ENSG00000200473	pseudogene
HGNC:43408	RNA5SP508	RN5S508		ENSG00000223259	pseudogene
HGNC:43409	RNA5SP509	RN5S509		ENSG00000201447	pseudogene
HGNC:43410	RNA5SP510	RN5S510		ENSG00000201567	pseudogene
HGNC:43411	RNA5SP511	RN5S511		ENSG00000222419	pseudogene
HGNC:43412	RNA5SP512	RN5S512		ENSG00000201420	pseudogene
HGNC:43413	RNA5SP513	RN5S513		ENSG00000201518	pseudogene
HGNC:43414	RNA5SP514	RN5S514		ENSG00000200587	pseudogene
HGNC:43415	RNA5SP515	RN5S515		ENSG00000201440	pseudogene
HGNC:43416	RNA5SP516	RN5S516		ENSG00000201000	pseudogene
HGNC:43417	RNA5SP517	RN5S517		ENSG00000201594	pseudogene
HGNC:43418	RNA5SP518	RN5S518		ENSG00000251766	pseudogene
HGNC:43419	RNA5SP519	RN5S519		ENSG00000252289	pseudogene
HGNC:43420	RNA5SP520	RN5S520		ENSG00000252315	pseudogene
HGNC:43421	RNA5SP521	RN5S521		ENSG00000252012	pseudogene
HGNC:43422	RNA5SP522	RN5S522		ENSG00000251953	pseudogene
HGNC:43423	RNA5SP523	RN5S523		ENSG00000252667	pseudogene
HGNC:53793	RNA5SP524			ENSG00000201285	pseudogene
HGNC:53794	RNA5SP525			ENSG00000212595	pseudogene
HGNC:53795	RNA5SP526			ENSG00000274663	pseudogene
HGNC:53796	RNA5SP527			ENSG00000274759	pseudogene
HGNC:53797	RNA5SP528			ENSG00000275305	pseudogene
HGNC:53798	RNA5SP529			ENSG00000276442	pseudogene
HGNC:53799	RNA5SP530			ENSG00000277049	pseudogene
HGNC:53800	RNA5SP531			ENSG00000277418	pseudogene
HGNC:53801	RNA5SP532			ENSG00000283433	pseudogene
HGNC:53802	RNA5SP533			ENSG00000252830	pseudogene
HGNC:53803	RNA5SP534			ENSG00000274059	pseudogene
HGNC:53804	RNA5SP535			ENSG00000274097	pseudogene
HGNC:53805	RNA5SP536			ENSG00000274408	pseudogene
HGNC:44278	RNA18S1				non-coding RNA
HGNC:44279	RNA18S2				non-coding RNA
HGNC:44280	RNA18S3				non-coding RNA
HGNC:44281	RNA18S4				non-coding RNA
HGNC:37657	RNA18S5	RN18S1			non-coding RNA
HGNC:53515	RNA18SN1				non-coding RNA
HGNC:53519	RNA18SN2				non-coding RNA
HGNC:53523	RNA18SN3				non-coding RNA
HGNC:53528	RNA18SN4				non-coding RNA
HGNC:53531	RNA18SN5				non-coding RNA
HGNC:37658	RNA18SP2	RN18S2P			pseudogene
HGNC:53534	RNA18SP3				pseudogene
HGNC:53535	RNA18SP4				pseudogene
HGNC:53558	RNA18SP5				pseudogene
HGNC:44286	RNA28S1				non-coding RNA
HGNC:44287	RNA28S2				non-coding RNA
HGNC:44288	RNA28S3				non-coding RNA
HGNC:44289	RNA28S4				non-coding RNA
HGNC:37659	RNA28S5	RN28S1			non-coding RNA
HGNC:53516	RNA28SN1				non-coding RNA
HGNC:53520	RNA28SN2				non-coding RNA
HGNC:53524	RNA28SN3				non-coding RNA
HGNC:53527	RNA28SN4				non-coding RNA
HGNC:53532	RNA28SN5				non-coding RNA
HGNC:44274	RNA45S1				non-coding RNA
HGNC:44275	RNA45S2				non-coding RNA
HGNC:44276	RNA45S3				non-coding RNA
HGNC:44277	RNA45S4				non-coding RNA
HGNC:44273	RNA45S5				non-coding RNA
HGNC:53514	RNA45SN1				non-coding RNA
HGNC:53518	RNA45SN2				non-coding RNA
HGNC:53522	RNA45SN3				non-coding RNA
HGNC:53526	RNA45SN4				non-coding RNA
HGNC:53530	RNA45SN5				non-coding RNA
HGNC:10044	RNASE1	RNS1	RAC1	ENSG00000129538	protein-coding gene
HGNC:10045	RNASE2	RNS2	EDN, RAF3	ENSG00000169385	protein-coding gene
HGNC:55569	RNASE2CP		ECRP	ENSG00000136315	pseudogene
HGNC:10046	RNASE3	RNS3	ECP, RAF1	ENSG00000169397	protein-coding gene
HGNC:10047	RNASE4		RAB1	ENSG00000258818	protein-coding gene
HGNC:10048	RNASE6	RNS6	RAD1, RNaseK6	ENSG00000169413	protein-coding gene
HGNC:19278	RNASE7		RAE1	ENSG00000165799	protein-coding gene
HGNC:19277	RNASE8		RAE2	ENSG00000173431	protein-coding gene
HGNC:20673	RNASE9		h461, RAK1	ENSG00000188655	protein-coding gene
HGNC:19275	RNASE10		RNASE9, RAH1	ENSG00000182545	protein-coding gene
HGNC:19269	RNASE11	C14orf6	RAJ1	ENSG00000173464	protein-coding gene
HGNC:27381	RNASE11-AS1			ENSG00000258573	non-coding RNA
HGNC:24211	RNASE12		RAI1	ENSG00000258436	protein-coding gene
HGNC:25285	RNASE13		RAL1	ENSG00000206150	protein-coding gene
HGNC:18466	RNASEH1			ENSG00000171865	protein-coding gene
HGNC:49289	RNASEH1-DT	RNASEH1-AS1	LOC100506054	ENSG00000234171	non-coding RNA
HGNC:10049	RNASEH1P1	RNASEH1	RNH1	ENSG00000265790	pseudogene
HGNC:18715	RNASEH1P2			ENSG00000231458	pseudogene
HGNC:18716	RNASEH1P3				pseudogene
HGNC:18518	RNASEH2A		RNASEHI, RNHIA, RNHL, AGS4	ENSG00000104889	protein-coding gene
HGNC:25671	RNASEH2B	DLEU8, AGS2	FLJ11712	ENSG00000136104	protein-coding gene
HGNC:39967	RNASEH2B-AS1			ENSG00000233672	non-coding RNA
HGNC:24116	RNASEH2C		AYP1, AGS3	ENSG00000172922	protein-coding gene
HGNC:24117	RNASEH2CP1		AYP1p1	ENSG00000237659	pseudogene
HGNC:33911	RNASEK		MGC71993	ENSG00000219200	protein-coding gene
HGNC:44419	RNASEK-C17orf49			ENSG00000161939	other
HGNC:10050	RNASEL	RNS4, PRCA1		ENSG00000135828	protein-coding gene
HGNC:21686	RNASET2		RNASE6PL, FLJ10907, bA514O12.3	ENSG00000026297	protein-coding gene
HGNC:18314	RND1		Rho6, ARHS, RHOS	ENSG00000172602	protein-coding gene
HGNC:18315	RND2	ARHN	Rho7, RhoN	ENSG00000108830	protein-coding gene
HGNC:671	RND3	ARHE	RhoE, Rho8	ENSG00000115963	protein-coding gene
HGNC:10061	RNF2		BAP-1, BAP1, DING, HIPI3, RING1B, RING2	ENSG00000121481	protein-coding gene
HGNC:33987	RNF2P1	RNF2P		ENSG00000231381	pseudogene
HGNC:10067	RNF4		RES4-26, SNURF, SLX5	ENSG00000063978	protein-coding gene
HGNC:58712	RNF4-DT			ENSG00000302317	non-coding RNA
HGNC:58117	RNF4BP				pseudogene
HGNC:10068	RNF5		NG2, G16, RING5, RMA1	ENSG00000204308	protein-coding gene
HGNC:31053	RNF5P1			ENSG00000253570	pseudogene
HGNC:10069	RNF6		DKFZp686P0776	ENSG00000127870	protein-coding gene
HGNC:39922	RNF6P1			ENSG00000227406	pseudogene
HGNC:10070	RNF7		SAG, ROC2, CKBBP1, RBX2	ENSG00000114125	protein-coding gene
HGNC:43425	RNF7P1			ENSG00000239831	pseudogene
HGNC:10071	RNF8		KIAA0646	ENSG00000112130	protein-coding gene
HGNC:10055	RNF10		KIAA0262, RIE2	ENSG00000022840	protein-coding gene
HGNC:44472	RNF10P1			ENSG00000230182	pseudogene
HGNC:10056	RNF11		CGI-123, Sid1669p, MGC51169	ENSG00000123091	protein-coding gene
HGNC:33988	RNF11P1			ENSG00000213110	pseudogene
HGNC:16535	RNF11P2	RNF11B	bA280O9.1	ENSG00000227563	pseudogene
HGNC:10057	RNF13		RZF	ENSG00000082996	protein-coding gene
HGNC:56589	RNF13P1			ENSG00000242068	pseudogene
HGNC:10058	RNF14		ARA54, HFB30, TRIAD2	ENSG00000013561	protein-coding gene
HGNC:54669	RNF14P1			ENSG00000232915	pseudogene
HGNC:54670	RNF14P2			ENSG00000250594	pseudogene
HGNC:54671	RNF14P3			ENSG00000238109	pseudogene
HGNC:54672	RNF14P4			ENSG00000223500	pseudogene
HGNC:10060	RNF17	TDRD4	Mmip-2, SPATA23, FLJ11045	ENSG00000132972	protein-coding gene
HGNC:13432	RNF19A	RNF19	dorfin, DKFZp566B1346	ENSG00000034677	protein-coding gene
HGNC:26886	RNF19B	IBRDC3	FLJ90005, NKLAM	ENSG00000116514	protein-coding gene
HGNC:38484	RNF19BPX		RNF19BX	ENSG00000227434	pseudogene
HGNC:38398	RNF19BPY			ENSG00000225653	pseudogene
HGNC:10062	RNF20		FLJ20382, FLJ11189, KAIA2779, BRE1A, hBRE1, BRE1	ENSG00000155827	protein-coding gene
HGNC:13779	RNF24		G1L	ENSG00000101236	protein-coding gene
HGNC:14662	RNF25		AO7, FLJ13906	ENSG00000163481	protein-coding gene
HGNC:14646	RNF26		MGC2642	ENSG00000173456	protein-coding gene
HGNC:58408	RNF26-AS1			ENSG00000245385	non-coding RNA
HGNC:16031	RNF31		ZIBRA, FLJ10111, FLJ23501, HOIP, Paul	ENSG00000092098	protein-coding gene
HGNC:17118	RNF32		FKSG33, HSD15, LMBR2	ENSG00000105982	protein-coding gene
HGNC:40798	RNF32-AS1			ENSG00000224903	non-coding RNA
HGNC:48971	RNF32-DT	C7orf13, LINC01006	MY040	ENSG00000182648	non-coding RNA
HGNC:17297	RNF34		RIFF, FLJ21786, RIF	ENSG00000170633	protein-coding gene
HGNC:18052	RNF38			ENSG00000137075	protein-coding gene
HGNC:18064	RNF39		HZFw1, LIRF, FAP216	ENSG00000204618	protein-coding gene
HGNC:16867	RNF40		KIAA0661, RBP95, BRE1B, STARING	ENSG00000103549	protein-coding gene
HGNC:18401	RNF41		SBBI03, NRDP1	ENSG00000181852	protein-coding gene
HGNC:18505	RNF43		FLJ20315, RNF124, DKFZp781H0392, URCC	ENSG00000108375	protein-coding gene
HGNC:19180	RNF44		KIAA1100	ENSG00000146083	protein-coding gene
HGNC:12859	RNF103	ZFP103	hkf-1, KF1	ENSG00000239305	protein-coding gene
HGNC:38847	RNF103-CHMP3	RNF103-VPS24		ENSG00000249884	other
HGNC:17384	RNF111		ARK, Arkadia, FLJ38008, DKFZP761D081	ENSG00000157450	protein-coding gene
HGNC:12968	RNF112	ZNF179	BFP	ENSG00000128482	protein-coding gene
HGNC:58560	RNF112-AS1			ENSG00000265126	non-coding RNA
HGNC:12974	RNF113A	ZNF183	RNF113, Cwc24	ENSG00000125352	protein-coding gene
HGNC:17267	RNF113B	ZNF183L1	RNF161	ENSG00000139797	protein-coding gene
HGNC:13094	RNF114	ZNF313	PSORS12	ENSG00000124226	protein-coding gene
HGNC:18154	RNF115	ZNF364	BCA2, Rabring7, CL469780	ENSG00000265491	protein-coding gene
HGNC:21070	RNF121		FLJ11099	ENSG00000137522	protein-coding gene
HGNC:21147	RNF122		FLJ12526	ENSG00000133874	protein-coding gene
HGNC:21148	RNF123		FLJ12565, KPC1	ENSG00000164068	protein-coding gene
HGNC:21150	RNF125		FLJ20456	ENSG00000101695	protein-coding gene
HGNC:21151	RNF126		FLJ20552	ENSG00000070423	protein-coding gene
HGNC:30340	RNF126P1			ENSG00000261192	pseudogene
HGNC:21153	RNF128		FLJ23516, GRAIL	ENSG00000133135	protein-coding gene
HGNC:18280	RNF130		GP, G1RZFP, GOLIATH	ENSG00000113269	protein-coding gene
HGNC:40836	RNF130-AS1			ENSG00000249412	non-coding RNA
HGNC:21154	RNF133			ENSG00000188050	protein-coding gene
HGNC:21158	RNF135		MGC13061	ENSG00000181481	protein-coding gene
HGNC:17765	RNF138		STRIN, NARF	ENSG00000134758	protein-coding gene
HGNC:30342	RNF138P1			ENSG00000250853	pseudogene
HGNC:50775	RNF138P2			ENSG00000271194	pseudogene
HGNC:17023	RNF139		TRC8, RCA1, HRCA1	ENSG00000170881	protein-coding gene
HGNC:48940	RNF139-DT	RNF139-AS1		ENSG00000245149	non-coding RNA
HGNC:21159	RNF141		ZFP26, ZNF230	ENSG00000110315	protein-coding gene
HGNC:20457	RNF144A	RNF144	UBCE7IP4, KIAA0161, hUIP4	ENSG00000151692	protein-coding gene
HGNC:21578	RNF144B	IBRDC2	bA528A10.3, P53RFP	ENSG00000137393	protein-coding gene
HGNC:20853	RNF145		FLJ31951	ENSG00000145860	protein-coding gene
HGNC:21336	RNF146		DKFZp434O1427, dactylidin, dJ351K20.1	ENSG00000118518	protein-coding gene
HGNC:22411	RNF148		MGC35222	ENSG00000235631	protein-coding gene
HGNC:23137	RNF149		FLJ90504	ENSG00000163162	protein-coding gene
HGNC:23138	RNF150		KIAA1214	ENSG00000170153	protein-coding gene
HGNC:23235	RNF151			ENSG00000179580	protein-coding gene
HGNC:26811	RNF152		FLJ39176	ENSG00000176641	protein-coding gene
HGNC:49743	RNF152P1			ENSG00000214190	pseudogene
HGNC:29402	RNF157		KIAA1917	ENSG00000141576	protein-coding gene
HGNC:44127	RNF157-AS1				non-coding RNA
HGNC:28856	RNF166		MGC2647, MGC14381	ENSG00000158717	protein-coding gene
HGNC:24544	RNF167		DKFZP566H073	ENSG00000108523	protein-coding gene
HGNC:26661	RNF168		FLJ35794	ENSG00000163961	protein-coding gene
HGNC:26961	RNF169		KIAA1991	ENSG00000166439	protein-coding gene
HGNC:25358	RNF170	SNAX1	DKFZP564A022, ADSA	ENSG00000120925	protein-coding gene
HGNC:27735	RNF175		FLJ34190	ENSG00000145428	protein-coding gene
HGNC:27752	RNF180			ENSG00000164197	protein-coding gene
HGNC:59060	RNF180-DT			ENSG00000309906	non-coding RNA
HGNC:28037	RNF181		HSPC238	ENSG00000168894	protein-coding gene
HGNC:28522	RNF182		MGC33993	ENSG00000180537	protein-coding gene
HGNC:28721	RNF183		MGC4734	ENSG00000165188	protein-coding gene
HGNC:26783	RNF185		FLJ38628	ENSG00000138942	protein-coding gene
HGNC:41161	RNF185-AS1			ENSG00000254835	non-coding RNA
HGNC:25978	RNF186		FLJ20225	ENSG00000178828	protein-coding gene
HGNC:41127	RNF186-AS1			ENSG00000235434	non-coding RNA
HGNC:27146	RNF187		RACO1, RACO-1	ENSG00000168159	protein-coding gene
HGNC:32947	RNF207	C1orf188	FLJ46380, FLJ32096	ENSG00000158286	protein-coding gene
HGNC:41286	RNF207-AS1			ENSG00000226944	non-coding RNA
HGNC:25420	RNF208		DKFZP761H1710	ENSG00000212864	protein-coding gene
HGNC:27729	RNF212	LOC285498	FLJ38841	ENSG00000178222	protein-coding gene
HGNC:58708	RNF212-DT			ENSG00000227189	non-coding RNA
HGNC:20438	RNF212B	C14orf164		ENSG00000215277	protein-coding gene
HGNC:14539	RNF213	C17orf27, KIAA1618, MYMY2	KIAA1554, NET57, ALO17	ENSG00000173821	protein-coding gene
HGNC:54402	RNF213-AS1			ENSG00000263069	non-coding RNA
HGNC:25335	RNF214		DKFZp547C195	ENSG00000167257	protein-coding gene
HGNC:33434	RNF215			ENSG00000099999	protein-coding gene
HGNC:21698	RNF216		TRIAD3, UBCE7IP1, ZIN	ENSG00000011275	protein-coding gene
HGNC:41463	RNF216-IT1			ENSG00000237738	non-coding RNA
HGNC:33610	RNF216P1	RNF216L		ENSG00000196204	pseudogene
HGNC:21487	RNF217	C6orf172, IBRDC1	MGC26996, dJ84N20.1	ENSG00000146373	protein-coding gene
HGNC:50866	RNF217-AS1		STL	ENSG00000236548	non-coding RNA
HGNC:25552	RNF220	C1orf164	FLJ10597	ENSG00000187147	protein-coding gene
HGNC:34517	RNF222			ENSG00000189051	protein-coding gene
HGNC:40020	RNF223			ENSG00000237330	protein-coding gene
HGNC:41912	RNF224			ENSG00000233198	protein-coding gene
HGNC:51249	RNF225			ENSG00000269855	protein-coding gene
HGNC:27571	RNF227	LINC02581		ENSG00000179859	protein-coding gene
HGNC:55809	RNF228		AC010980.1	ENSG00000288658	protein-coding gene
HGNC:30206	RNFT1		PTD016	ENSG00000189050	protein-coding gene
HGNC:51346	RNFT1-DT			ENSG00000267302	non-coding RNA
HGNC:44387	RNFT1P1				pseudogene
HGNC:44388	RNFT1P2			ENSG00000233333	pseudogene
HGNC:44389	RNFT1P3			ENSG00000187870	pseudogene
HGNC:25905	RNFT2	TMEM118	FLJ14627	ENSG00000135119	protein-coding gene
HGNC:10073	RNGTT		HCE, HCE1, hCAP	ENSG00000111880	protein-coding gene
HGNC:39652	RNGTTP1			ENSG00000237731	pseudogene
HGNC:10074	RNH1	RNH	RAI	ENSG00000023191	protein-coding gene
HGNC:25641	RNLS	C10orf59	FLJ11218, renalase	ENSG00000184719	protein-coding gene
HGNC:10075	RNMT		RG7MT1, N7-MTase	ENSG00000101654	protein-coding gene
HGNC:18666	RNPC3		KIAA1839, FLJ20008, RBM40, SNRNP65	ENSG00000185946	protein-coding gene
HGNC:55855	RNPC3-DT			ENSG00000224613	non-coding RNA
HGNC:47036	RNPC3P1			ENSG00000271034	pseudogene
HGNC:10078	RNPEP		APB	ENSG00000176393	protein-coding gene
HGNC:10079	RNPEPL1			ENSG00000142327	protein-coding gene
HGNC:10080	RNPS1			ENSG00000205937	protein-coding gene
HGNC:39525	RNPS1P1			ENSG00000250896	pseudogene
HGNC:10082	RNR1				non-coding RNA
HGNC:10083	RNR2				non-coding RNA
HGNC:10084	RNR3				non-coding RNA
HGNC:10085	RNR4				non-coding RNA
HGNC:10086	RNR5				non-coding RNA
HGNC:10120	RNU1-1	RNU1, RNU1G4, RNU1A3, RNU1A	Rnu1a1, U1, HU1-1, U1A1, HSD1	ENSG00000206652	non-coding RNA
HGNC:10123	RNU1-2	RNU1C1, RNU1C2	U1C1, U1C21	ENSG00000207005	non-coding RNA
HGNC:10130	RNU1-3	RNU1G3	HSD4	ENSG00000207513	non-coding RNA
HGNC:10128	RNU1-4	RNU1E2, RNU1G2, RNU1D2, RNU1F1, RNU1G1	HSD6, U1E2, HSD2, U1D2, HSD5, U1B2, U1F, HSD7	ENSG00000207389	non-coding RNA
HGNC:48304	RNU1-5P	RNU1-5		ENSG00000277234	pseudogene
HGNC:48305	RNU1-6P	RNU1-6		ENSG00000277344	pseudogene
HGNC:48306	RNU1-7P	RNU1-7		ENSG00000200975	pseudogene
HGNC:48307	RNU1-8P	RNU1-8		ENSG00000207056	pseudogene
HGNC:10137	RNU1-11P	RNU1P5	U1P1A, RNU1P1	ENSG00000206702	pseudogene
HGNC:10139	RNU1-14P	RNU1P7	U1P17	ENSG00000199629	pseudogene
HGNC:10140	RNU1-15P	RNU1P8	U1P11	ENSG00000195024	pseudogene
HGNC:39890	RNU1-16P		U1.64	ENSG00000202347	pseudogene
HGNC:41943	RNU1-17P			ENSG00000199892	pseudogene
HGNC:41944	RNU1-18P			ENSG00000199932	pseudogene
HGNC:41945	RNU1-19P			ENSG00000200176	pseudogene
HGNC:41946	RNU1-20P			ENSG00000200184	pseudogene
HGNC:41947	RNU1-21P			ENSG00000200197	pseudogene
HGNC:41963	RNU1-22P			ENSG00000200204	pseudogene
HGNC:41964	RNU1-23P			ENSG00000200231	pseudogene
HGNC:42504	RNU1-24P		U1.41	ENSG00000201155	pseudogene
HGNC:37497	RNU1-27P	RNU1-7P		ENSG00000206596	pseudogene
HGNC:37498	RNU1-28P	RNU1-8, RNU1-8P		ENSG00000206588	pseudogene
HGNC:48371	RNU1-29P			ENSG00000271739	pseudogene
HGNC:48372	RNU1-30P			ENSG00000272020	pseudogene
HGNC:48373	RNU1-31P			ENSG00000200745	pseudogene
HGNC:48374	RNU1-32P			ENSG00000200807	pseudogene
HGNC:48375	RNU1-33P			ENSG00000201119	pseudogene
HGNC:48376	RNU1-34P			ENSG00000201291	pseudogene
HGNC:48377	RNU1-35P			ENSG00000199652	pseudogene
HGNC:48378	RNU1-36P			ENSG00000202000	pseudogene
HGNC:48380	RNU1-38P			ENSG00000199687	pseudogene
HGNC:48381	RNU1-39P			ENSG00000206624	pseudogene
HGNC:48382	RNU1-40P			ENSG00000252625	pseudogene
HGNC:48383	RNU1-41P			ENSG00000251970	pseudogene
HGNC:48384	RNU1-42P			ENSG00000200903	pseudogene
HGNC:48385	RNU1-43P			ENSG00000201922	pseudogene
HGNC:48386	RNU1-44P			ENSG00000207182	pseudogene
HGNC:48387	RNU1-45P			ENSG00000253000	pseudogene
HGNC:48388	RNU1-46P			ENSG00000207154	pseudogene
HGNC:48389	RNU1-47P			ENSG00000199836	pseudogene
HGNC:48390	RNU1-48P			ENSG00000252209	pseudogene
HGNC:48391	RNU1-49P			ENSG00000200338	pseudogene
HGNC:48393	RNU1-51P			ENSG00000202215	pseudogene
HGNC:48394	RNU1-52P			ENSG00000206917	pseudogene
HGNC:48396	RNU1-54P			ENSG00000252990	pseudogene
HGNC:48397	RNU1-55P			ENSG00000202380	pseudogene
HGNC:48398	RNU1-56P			ENSG00000212605	pseudogene
HGNC:48399	RNU1-57P			ENSG00000207220	pseudogene
HGNC:48400	RNU1-58P			ENSG00000199283	pseudogene
HGNC:48403	RNU1-61P			ENSG00000251916	pseudogene
HGNC:48404	RNU1-62P			ENSG00000199469	pseudogene
HGNC:48405	RNU1-63P			ENSG00000206629	pseudogene
HGNC:48406	RNU1-64P			ENSG00000202313	pseudogene
HGNC:48407	RNU1-65P			ENSG00000200789	pseudogene
HGNC:48409	RNU1-67P			ENSG00000207175	pseudogene
HGNC:48410	RNU1-68P			ENSG00000275229	pseudogene
HGNC:48412	RNU1-70P			ENSG00000199488	pseudogene
HGNC:48414	RNU1-72P			ENSG00000199846	pseudogene
HGNC:48415	RNU1-73P			ENSG00000206698	pseudogene
HGNC:48416	RNU1-74P			ENSG00000206835	pseudogene
HGNC:48417	RNU1-75P			ENSG00000194297	pseudogene
HGNC:48418	RNU1-76P			ENSG00000199773	pseudogene
HGNC:48419	RNU1-77P			ENSG00000212170	pseudogene
HGNC:48420	RNU1-78P			ENSG00000212550	pseudogene
HGNC:48421	RNU1-79P			ENSG00000265223	pseudogene
HGNC:48422	RNU1-80P			ENSG00000238898	pseudogene
HGNC:48424	RNU1-82P			ENSG00000212153	pseudogene
HGNC:48425	RNU1-83P			ENSG00000200296	pseudogene
HGNC:48426	RNU1-84P			ENSG00000202317	pseudogene
HGNC:48428	RNU1-86P			ENSG00000251917	pseudogene
HGNC:48430	RNU1-88P			ENSG00000238554	pseudogene
HGNC:48431	RNU1-89P			ENSG00000207322	pseudogene
HGNC:48433	RNU1-91P			ENSG00000201616	pseudogene
HGNC:48435	RNU1-93P			ENSG00000201574	pseudogene
HGNC:48436	RNU1-94P			ENSG00000199497	pseudogene
HGNC:48437	RNU1-95P			ENSG00000252166	pseudogene
HGNC:48438	RNU1-96P			ENSG00000201033	pseudogene
HGNC:48439	RNU1-97P			ENSG00000252681	pseudogene
HGNC:48440	RNU1-98P			ENSG00000239023	pseudogene
HGNC:48442	RNU1-100P			ENSG00000202125	pseudogene
HGNC:48443	RNU1-101P			ENSG00000212473	pseudogene
HGNC:48445	RNU1-103P			ENSG00000252311	pseudogene
HGNC:48446	RNU1-104P			ENSG00000253089	pseudogene
HGNC:48447	RNU1-105P			ENSG00000200340	pseudogene
HGNC:48449	RNU1-107P			ENSG00000252426	pseudogene
HGNC:48450	RNU1-108P			ENSG00000199426	pseudogene
HGNC:48451	RNU1-109P			ENSG00000206687	pseudogene
HGNC:48454	RNU1-112P			ENSG00000201271	pseudogene
HGNC:48456	RNU1-114P			ENSG00000202167	pseudogene
HGNC:48457	RNU1-115P			ENSG00000202199	pseudogene
HGNC:48458	RNU1-116P			ENSG00000264259	pseudogene
HGNC:48459	RNU1-117P			ENSG00000252850	pseudogene
HGNC:48461	RNU1-119P			ENSG00000212424	pseudogene
HGNC:48465	RNU1-123P			ENSG00000239194	pseudogene
HGNC:48466	RNU1-124P			ENSG00000200731	pseudogene
HGNC:48467	RNU1-125P			ENSG00000252561	pseudogene
HGNC:48470	RNU1-128P			ENSG00000252513	pseudogene
HGNC:48471	RNU1-129P	RNU1-137P		ENSG00000206791	pseudogene
HGNC:48472	RNU1-130P			ENSG00000200800	pseudogene
HGNC:48473	RNU1-131P			ENSG00000238833	pseudogene
HGNC:48474	RNU1-132P			ENSG00000201170	pseudogene
HGNC:48475	RNU1-133P			ENSG00000201737	pseudogene
HGNC:48476	RNU1-134P			ENSG00000199805	pseudogene
HGNC:48478	RNU1-136P			ENSG00000206908	pseudogene
HGNC:48480	RNU1-138P			ENSG00000206820	pseudogene
HGNC:48481	RNU1-139P			ENSG00000212609	pseudogene
HGNC:48482	RNU1-140P			ENSG00000201910	pseudogene
HGNC:48483	RNU1-141P			ENSG00000201493	pseudogene
HGNC:48484	RNU1-142P			ENSG00000252491	pseudogene
HGNC:48485	RNU1-143P			ENSG00000252105	pseudogene
HGNC:48488	RNU1-146P			ENSG00000200885	pseudogene
HGNC:48490	RNU1-148P			ENSG00000207201	pseudogene
HGNC:48491	RNU1-149P			ENSG00000212172	pseudogene
HGNC:48492	RNU1-150P			ENSG00000199361	pseudogene
HGNC:53616	RNU1-151P			ENSG00000201142	pseudogene
HGNC:53625	RNU1-152P				pseudogene
HGNC:54435	RNU1-153P			ENSG00000277678	pseudogene
HGNC:54436	RNU1-154P			ENSG00000270384	pseudogene
HGNC:54437	RNU1-155P			ENSG00000252135	pseudogene
HGNC:10142	RNU2-1		U2		non-coding RNA
HGNC:10152	RNU2-2	RNU2B, RNU2-2P	U2	ENSG00000222328	non-coding RNA
HGNC:10153	RNU2-3P	RNU2P1	U2	ENSG00000222076	pseudogene
HGNC:10154	RNU2-4P	RNU2P2	U2, U2/7	ENSG00000277084	pseudogene
HGNC:10155	RNU2-5P	RNU2P3	U2, u2.7	ENSG00000222465	pseudogene
HGNC:42506	RNU2-6P			ENSG00000223336	pseudogene
HGNC:42505	RNU2-7P			ENSG00000222726	pseudogene
HGNC:48501	RNU2-8P			ENSG00000222659	pseudogene
HGNC:48502	RNU2-9P			ENSG00000222126	pseudogene
HGNC:48503	RNU2-10P			ENSG00000252184	pseudogene
HGNC:48504	RNU2-11P			ENSG00000239122	pseudogene
HGNC:48505	RNU2-12P			ENSG00000253025	pseudogene
HGNC:48506	RNU2-13P			ENSG00000251718	pseudogene
HGNC:48507	RNU2-14P			ENSG00000222985	pseudogene
HGNC:48508	RNU2-15P			ENSG00000222624	pseudogene
HGNC:48509	RNU2-16P			ENSG00000222644	pseudogene
HGNC:48510	RNU2-17P			ENSG00000222222	pseudogene
