gsm,platform,processing,value_def,has_abs_call,series,title,method
gsm1589140,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, MCF-12A",RMA
gsm1589141,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, HCC38",RMA
gsm1589142,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H12",RMA
gsm1589143,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, Hs 578T",RMA
gsm1589144,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H11",RMA
gsm1589145,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H15",RMA
gsm1589146,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, MDA-MB-468",RMA
gsm1589147,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, BT-549",RMA
gsm1589148,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H4",RMA
gsm1589149,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, HCC70",RMA
gsm1589150,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H14",RMA
gsm1589151,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"Healthy, H5",RMA
gsm1589152,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, MDA-MB-157",RMA
gsm1589153,GPL570,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Affy cdf,False,GSE65194; GSE65216,"CellLine, MDA-MB-231",RMA
gsm1589620,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM001_repA",RMA
gsm1589621,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM001_repB",RMA
gsm1589622,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM002_repA",RMA
gsm1589623,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM002_repB",RMA
gsm1589624,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM003",RMA
gsm1589625,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM004",RMA
gsm1589626,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM005",RMA
gsm1589627,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM006_repA",RMA
gsm1589628,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM006_repB",RMA
gsm1589629,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM007",RMA
gsm1589630,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM008",RMA
gsm1589631,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM009",RMA
gsm1589632,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM010_repA",RMA
gsm1589633,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM010_repB",RMA
gsm1589634,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM011",RMA
gsm1589635,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM012",RMA
gsm1589636,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM013_repA",RMA
gsm1589637,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM013_repB",RMA
gsm1589638,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM014",RMA
gsm1589639,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM015_repA",RMA
gsm1589640,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM015_repB",RMA
gsm1589641,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM016_repA",RMA
gsm1589642,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM016_repB",RMA
gsm1589643,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM017_repA",RMA
gsm1589644,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM017_repB",RMA
gsm1589645,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM018_repA",RMA
gsm1589646,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM018_repB",RMA
gsm1589647,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM019",RMA
gsm1589648,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM020_repA",RMA
gsm1589649,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM020_repB",RMA
gsm1589650,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM021_repA",RMA
gsm1589651,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM021_repB",RMA
gsm1589652,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM022",RMA
gsm1589653,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM023",RMA
gsm1589654,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM024",RMA
gsm1589655,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM025",RMA
gsm1589656,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM026_repA",RMA
gsm1589657,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM026_repB",RMA
gsm1589658,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM027",RMA
gsm1589659,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM028_repA",RMA
gsm1589660,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM028_repB",RMA
gsm1589661,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM029",RMA
gsm1589662,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM030",RMA
gsm1589663,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM031",RMA
gsm1589664,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM032_repA",RMA
gsm1589665,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM032_repB",RMA
gsm1589666,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM033",RMA
gsm1589667,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM034",RMA
gsm1589668,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM035_repA",RMA
gsm1589669,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM035_repB",RMA
gsm1589670,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM036",RMA
gsm1589671,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM037",RMA
gsm1589672,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM038_repA",RMA
gsm1589673,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM038_repB",RMA
gsm1589674,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM039",RMA
gsm1589675,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM040",RMA
gsm1589676,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM041",RMA
gsm1589677,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM042",RMA
gsm1589678,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM043_repA",RMA
gsm1589679,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM043_repB",RMA
gsm1589680,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM044",RMA
gsm1589681,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM045_repA",RMA
gsm1589682,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM045_repB",RMA
gsm1589683,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM046",RMA
gsm1589684,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM047",RMA
gsm1589685,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM048_repA",RMA
gsm1589686,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM048_repB",RMA
gsm1589687,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM049",RMA
gsm1589688,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM050",RMA
gsm1589689,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM051_repA",RMA
gsm1589690,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM051_repB",RMA
gsm1589691,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM052",RMA
gsm1589692,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM053",RMA
gsm1589693,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM054",RMA
gsm1589694,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA Her2, TUM055",RMA
gsm1589695,GPL14877,Data were analyzed using standard AffyCDF or Brainarray HGU133Plus2_Hs_ENTREZG version 13 custom chipset definition file. Data were normalized using GC-RMA. Batch and hybridization effects were correc,log2 GCRMA signal from Brainarray Entrez V13 custom cdf,False,GSE65212; GSE65216,"BA TNBC, TUM056",RMA
